,PLAYER_ID,PLAYER_NAME,PLAYER_POSITION,TEAM_ID,PLAYER_BACK_NUMBER,PLAYER_BIRTH_DATE,PLAYER_HEIGHT_WEIGHT,PLAYER_EDUCATION_PATH
838,839,박수종,외야수,10,14.0,1999-02-25,"178cm, 82kg",도신초-강남중-충암고-경성대
839,840,박승주,투수,11,42.0,1994-02-12,"183cm, 96kg",화계초-언북중-경기고-동국대-넥센
840,841,박승호,투수,11,80.0,2005-03-24,"185cm, 92kg",영등초(익산시리틀)-전라중-군산상일고
841,842,박윤성,투수,10,35.0,2004-02-08,"183cm, 96kg",부산수영초-개성중-경남고
842,843,박정훈,투수,10,94.0,2006-03-23,"192cm, 103kg",삼일초-매향중-비봉고
843,844,박주성,투수,10,0.0,2000-11-09,"180cm, 90kg",경동초(성동구리틀)-건대부중-경기고-키움-상무
844,845,박주홍,외야수,10,57.0,2001-04-16,"187cm, 87kg",자양초(하남시리틀)-건대부중-장충고
845,846,박준형,포수,11,75.0,1999-03-07,"177cm, 89kg",화순초-무등중-광주제일고
846,847,박채울,외야수,11,79.0,2004-11-20,"185cm, 86kg",부평초(인천서구리틀)-재능중-충암고
847,848,백진수,투수,11,84.0,2003-02-15,"191cm, 97kg",광주대성초-무등중-광주제일고
848,849,변상권,외야수,10,9.0,1997-04-04,"180cm, 80kg",인천서림초-상인천중-제물포고-인천재능대-히어로즈-키움-상무
849,850,서유신,내야수,10,98.0,2000-08-17,"176cm, 76kg",광주수창초-충장중-화순고-원광대
850,851,손현기,투수,10,63.0,2005-10-22,"188cm, 88kg",순천북초-순천이수중-전주고
851,852,손힘찬,투수,10,37.0,2002-07-17,"191cm, 88kg",화산초(수원영통구리틀)-현도중-세광고-동아대
852,853,송성문,내야수,10,24.0,1996-08-29,"183cm, 88kg",봉천초(용산구리틀)-홍은중-장충고-히어로즈-키움-상무
853,854,송지후,내야수,10,86.0,2005-01-08,"175cm, 74kg",광주수창초-진흥중-광주제일고
854,855,스톤 개랫,외야수,10,26.0,1995-11-22,"185cm, 103kg",미국 George Ranch(고)
855,856,심휘윤,내야수,11,91.0,2005-05-28,"183cm, 84kg",사당초-언북중-배재고
856,857,알칸타라,투수,10,54.0,1992-12-04,"193cm, 100kg",도미니카 Liceo secundario Emma Balaguer(고)-KT-두산
857,858,양경식,내야수,11,64.0,2001-02-03,"171cm, 66kg",은봉초(인천남동구리틀)-동산중-제물포고
858,859,양지율,투수,10,55.0,1998-12-16,"185cm, 103kg",서울청구초-홍은중-장충고
859,860,양현종,내야수,10,70.0,2006-08-15,"177cm, 84kg",대구옥산초-협성경복중-대구고
860,861,어준서,내야수,10,92.0,2006-11-27,"183cm, 87kg",수유초-자양중-경기고
861,862,여동욱,내야수,10,93.0,2005-11-10,"180cm, 90kg",남도초-협성경복중-대구상원고
862,863,염승원,내야수,11,39.0,2006-03-20,"180cm, 78kg",고명초-휘문중-휘문고
863,864,오상원,투수,11,0.0,2004-07-21,"184cm, 82kg",서울온곡초(광진구리틀)-청원중-선린인터넷고
864,865,오석주,투수,10,31.0,1998-04-14,"180cm, 74kg",양정초-대천중-제주고-LG
865,866,오선진,내야수,10,60.0,1989-07-07,"178cm, 80kg",화곡초-성남중-성남고-한화-상무-한화-삼성-한화-롯데
866,867,오혜성,투수,11,83.0,2006-02-27,"181cm, 85kg",서래초(인천남동구리틀)-신흥중-제물포고
867,868,원성준,외야수,10,33.0,2000-03-31,"181cm, 80kg",고명초-서울이수중-경기고-성균관대
868,869,원종현,투수,10,46.0,1987-07-31,"182cm, 88kg",군산중앙초-군산중-군산상고-LG-경찰-NC
869,870,윤석원,투수,10,95.0,2003-07-04,"185cm, 81kg",부산대연초-개성중-부산고
870,871,윤현,투수,10,96.0,2006-10-20,"187cm, 90kg",가동초-자양중-경기고
871,872,이강준,투수,10,11.0,2001-12-14,"180cm, 80kg",서당초-설악중-설악고-KT-롯데-키움-상무
872,873,이명기,내야수,11,34.0,2000-01-03,"186cm, 105kg",광주대성초-충장중-광주동성고
873,874,이승원,내야수,10,,2004-07-02,"185cm, 75kg",도봉초(노원구리틀)-상명중-덕수고-키움-상무
874,875,이우석,투수,11,102.0,1996-04-16,"185cm, 80kg",군산남초-군산남중-군산상고-NC-상무-NC
875,876,이우현,투수,11,40.0,2005-11-27,"183cm, 80kg",배양초(화성동탄리틀)-안산중앙중-비봉고
876,877,이원석,내야수,10,17.0,1986-10-21,"181cm, 82kg",학강초-광주동성중-광주동성고-(세민디지털대)-롯데-두산-상무-두산-삼성
877,878,이재상,내야수,10,5.0,2005-04-17,"183cm, 85kg",갈산초-성남중-성남고
878,879,이종민,투수,10,,2001-06-04,"185cm, 96kg",성동초-덕수중-성남고-키움-상무
879,880,이주형,외야수,10,2.0,2001-04-02,"181cm, 80kg",송수초(해운대리틀)-센텀중-경남고-LG
880,881,이주형,내야수,10,58.0,2002-07-05,"183cm, 105kg",이매초-매송중-야탑고-키움-상무
881,882,이준우,투수,10,21.0,2001-03-02,"183cm, 93kg",문현초(해운대리틀)-센텀중-경남고
882,883,이형종,외야수,10,36.0,1989-06-07,"183cm, 87kg",화곡초-양천중-서울고-LG
883,884,임병욱,외야수,10,6.0,1995-09-30,"187cm, 94kg",수원신곡초-배명중-덕수고-히어로즈-키움-상무
884,885,임지열,외야수,10,29.0,1995-08-22,"180cm, 94kg",대전신흥초-건대부중-덕수고-히어로즈-경찰
885,886,임진묵,투수,10,82.0,2006-04-23,"181cm, 85kg",천안청룡초-상명중-경기상고
886,887,장재영,외야수,10,,2002-05-10,"187cm, 83kg",갈산초-서울신월중-덕수고-키움-상무
887,888,장필준,투수,10,18.0,1988-04-08,"190cm, 90kg",온양온천초-온양중-북일고-상무-삼성
888,889,전준표,투수,10,62.0,2005-05-07,"186cm, 90kg",잠일초(강동구리틀)-잠신중-서울고
889,890,전태현,내야수,10,97.0,2006-03-02,"180cm, 82kg",양덕초-마산동중-용마고
890,891,정동준,투수,11,85.0,2002-01-14,"183cm, 90kg",동주초(부산서구리틀)-외포중-용마고-경남대
891,892,정세영,투수,10,77.0,2006-09-23,"177cm, 82kg",서울학동초-언북중-경기상고
892,893,정현우,투수,10,13.0,2006-04-13,"181cm, 91kg",홍제초(서대문구리틀)-충암중-덕수고
893,894,조성훈,투수,11,43.0,1999-03-22,"188cm, 85kg",응봉초(성동구리틀)-건대부중-청원고-SK-상무-SK-SSG
894,895,조영건,투수,10,20.0,1999-02-04,"180cm, 85kg",대전신흥초-충남중-백송고
895,896,주성원,외야수,10,25.0,2000-08-30,"182cm, 95kg",부산대연초(남구리틀)-부산신정중-개성고
896,897,주승우,투수,10,30.0,2000-01-30,"180cm, 82kg",송추초(의정부리틀)-영동중-서울고-성균관대
897,898,최주환,내야수,10,53.0,1988-02-28,"177cm, 73kg",학강초-광주동성중-광주동성고-두산-상무-두산-SK-SSG
898,899,카디네스,외야수,10,4.0,1997-10-10,"185cm, 93kg",미국 California State(대)-삼성
899,900,푸이그,외야수,10,,1990-12-07,"188cm, 108kg",쿠바 EIEFD(대)-키움
900,901,하영민,투수,10,50.0,1995-05-07,"183cm, 74kg",광주수창초-진흥중-진흥고-히어로즈
