연도,날짜,시간,경기,TV,라디오,구장,비고
2017,08.31,18:30,두산4vs9KIA,G-CMB,,광주,-
2017,08.31,18:30,KT1vs10한화,SPO-TD-CMB,TJ-RTM-RDK-R,대전,-
2017,09.01,18:30,넥센2vs6LG,SS-T,,잠실,-
2017,09.01,18:30,삼성7vs8SK,MS-T,T-R,문학,-
2017,09.01,18:30,NC1vs6롯데,KN-T,KNN-RPM-R,사직,-
2017,09.01,18:30,두산3vs5KIA,G-CMB,,광주,-
2017,09.01,18:30,KT6vs1한화,SPO-TD-CMB,TJ-RTM-R,대전,-
2017,09.02,17:00,LG0vs6NC,SS-T,GM-R,마산,-
2017,09.02,17:00,삼성3vs2두산,MS-T,T-R,잠실,-
2017,09.02,17:00,한화0vs9롯데,KN-T,KNN-RPM-R,사직,-
2017,09.02,17:00,SK15vs7KT,SPO-T,,수원,-
2017,09.02,17:00,KIA7vs4넥센,,,고척,-
2017,09.03,14:00,LG0vs5NC,SS-T,K-2RGM-R,마산,-
2017,09.03,14:00,삼성1vs7두산,MS-T,T-RK-3R,잠실,-
2017,09.03,14:00,한화2vs7롯데,KN-T,KNN-RPM-R,사직,-
2017,09.03,14:00,SK5vs13KT,SPO-T,,수원,-
2017,09.03,14:00,KIA7vs8넥센,,,고척,-
2017,09.05,18:30,KIA3vs4LG,SPO-T,,잠실,-
2017,09.05,18:30,롯데2vs6SK,,KNN-RPM-R,문학,-
2017,09.05,18:30,NC3vs9삼성,MS-T,T-R,대구,-
2017,09.05,18:30,넥센1vs5KT,SS-T,,수원,-
2017,09.05,18:30,두산4vs6한화,KN-TD-CMB,TJ-RTM-RDK-R,대전,-
2017,09.06,18:30,KIA0vs6LG,SPO-T,,잠실,-
2017,09.06,18:30,롯데vsSK,,KNN-RPM-R,문학,우천취소
2017,09.06,18:30,NCvs삼성,MS-T,T-R,대구,우천취소
2017,09.06,18:30,넥센4vs5KT,SS-T,,수원,-
2017,09.06,18:30,두산13vs9한화,KN-TD-CMB,TJ-RTM-RDK-R,대전,-
2017,09.07,18:30,SK3vs4NC,SS-T,T-R,마산,-
2017,09.07,18:30,KT7vs3두산,MS-T,,잠실,-
2017,09.07,18:30,삼성6vs5롯데,,T-RKNN-RPM-R,사직,-
2017,09.07,18:30,한화11vs2KIA,SPO-TG-CMB,,광주,-
2017,09.07,18:30,LG1vs1넥센,KN-T,,고척,-
2017,09.08,18:30,SK2vs4NC,SS-T,GM-R,마산,-
2017,09.08,18:30,KT2vs3두산,MS-T,,잠실,-
2017,09.08,18:30,삼성5vs6롯데,,T-RKNN-RPM-R,사직,-
2017,09.08,18:30,한화5vs9KIA,SPO-TG-CMB,,광주,-
2017,09.08,18:30,LG10vs9넥센,KN-T,,고척,-
2017,09.09,17:00,두산3vs4LG,,,잠실,-
2017,09.09,17:00,넥센1vs2SK,SS-T,,문학,-
2017,09.09,17:00,롯데2vs3KT,KN-T,KNN-RPM-R,수원,-
2017,09.09,17:00,삼성5vs6KIA,SPO-TG-CMB,T-R,광주,-
2017,09.09,17:00,NC3vs6한화,MS-TD-CMB,TJ-R,대전,-
2017,09.10,14:00,두산5vs1LG,,,잠실,-
2017,09.10,14:00,넥센8vs17SK,SS-T,K-2R,문학,-
2017,09.10,14:00,롯데7vs5KT,KN-T,KNN-RPM-R,수원,-
2017,09.10,14:00,삼성9vs6KIA,SPO-TG-CMB,T-R,광주,-
2017,09.10,14:00,NC11vs5한화,MS-TD-CMB,,대전,-
2017,09.12,18:30,두산14vs13NC,,GM-R,마산,-
2017,09.12,18:30,롯데2vs1LG,SPO-T,KNN-RPM-R,잠실,-
2017,09.12,18:30,KIA6vs2SK,SS-T,,문학,-
2017,09.12,18:30,한화6vs2삼성,KN-T,T-R,대구,-
2017,09.12,18:30,KT3vs2넥센,MS-T,,고척,-
2017,09.13,18:30,두산13vs3NC,,GM-R,마산,-
2017,09.13,18:30,롯데1vs3LG,SPO-T,KNN-RPM-R,잠실,-
2017,09.13,18:30,KIA10vs15SK,SS-T,,문학,-
2017,09.13,18:30,한화5vs13삼성,KN-T,T-R,대구,-
2017,09.13,18:30,KT0vs8넥센,MS-T,,고척,-
2017,09.14,18:30,삼성11vs11NC,KN-T,T-RGM-R,마산,-
2017,09.14,18:30,SK8vs6두산,SPO-T,,잠실,-
2017,09.14,18:30,KIA11vs2롯데,SS-T,KNN-RPM-R,사직,-
2017,09.14,18:30,LG11vs12KT,MS-T,,수원,-
2017,09.14,18:30,넥센2vs10한화,D-CMB,TJ-RTM-RDK-R,대전,-
2017,09.15,18:30,삼성11vs3NC,KN-T,T-RGM-R,마산,-
2017,09.15,18:30,SK5vs0두산,SPO-T,,잠실,-
2017,09.15,18:30,KIA3vs4롯데,SS-T,KNN-RPM-R,사직,-
2017,09.15,18:30,LG4vs5KT,MS-T,,수원,-
2017,09.15,18:30,넥센4vs6한화,D-CMB,TJ-RTM-RDK-R,대전,-
2017,09.16,17:00,넥센14vs15NC,MS-T,GM-R,마산,-
2017,09.16,17:00,한화3vs1LG,,S-R,잠실,-
2017,09.16,17:00,SK1vs6롯데,SPO-T,KNN-RPM-R,사직,-
2017,09.16,17:00,두산9vs5삼성,KN-T,T-R,대구,-
2017,09.16,17:00,KT3vs17KIA,SS-TG-CMB,,광주,-
2017,09.17,14:00,넥센14vs6NC,MS-T,GM-R,마산,-
2017,09.17,14:00,한화1vs8LG,,,잠실,-
2017,09.17,14:00,SK5vs9롯데,SPO-T,K-2RKNN-RPM-R,사직,-
2017,09.17,14:00,두산21vs8삼성,KN-T,T-R,대구,-
2017,09.17,14:00,KT3vs4KIA,SS-TG-CMB,,광주,-
2017,09.19,18:30,KT15vs7LG,KN-T,,잠실,-
2017,09.19,18:30,두산8vs3롯데,SS-TSPO-T,KNN-RPM-R,사직,-
2017,09.19,18:30,SK7vs4KIA,MS-TG-CMB,,광주,-
2017,09.20,18:30,두산3vs2NC,,GM-R,마산,-
2017,09.20,18:30,한화2vs1LG,SS-TSPO-T,,잠실,-
2017,09.20,18:30,SK4vs3KIA,MS-TG-CMB,,광주,-
2017,09.21,18:30,LG4vs8삼성,MS-TSS-T,T-R,대구,-
2017,09.21,18:30,넥센5vs3KT,SPO-T,,수원,-
2017,09.22,18:30,LG8vs4삼성,SPO-T,T-R,대구,-
2017,09.22,18:30,두산6vs0KIA,MS-TG-CMB,,광주,-
2017,09.22,18:30,롯데2vs0한화,SS-TD-CMB,KNN-RTM-RPM-R,대전,-
2017,09.23,17:00,LG11vs9NC,SPO-T,GM-R,마산,-
2017,09.23,17:00,넥센2vs7롯데,SS-T,KNN-RPM-R,사직,-
2017,09.23,17:00,KT3vs8KIA,MS-TG-CMB,,광주,-
2017,09.23,17:00,삼성7vs8한화,D-CMB,T-R,대전,-
2017,09.24,14:00,LG3vs4NC,SS-TSPO-T,GM-R,마산,-
2017,09.24,14:00,KT4vs6두산,KN-T,,잠실,-
2017,09.24,14:00,한화5vs0KIA,MS-TG-CMB,,광주,-
2017,09.26,18:30,한화8vs11롯데,SS-TSPO-T,KNN-RPM-R,사직,-
2017,09.26,18:30,LG0vs6KIA,KN-TMS-TG-CMB,,광주,-
2017,09.27,18:30,NC11vs1삼성,SPO-T,T-R,대구,-
2017,09.27,18:30,두산2vs3KT,KN-TMS-T,,수원,-
2017,09.28,18:30,LG15vs6KT,SPO-T,,수원,-
2017,09.28,18:30,KIA7vs4한화,KN-TSS-TD-CMB,TM-R,대전,-
2017,09.29,18:30,넥센4vs8NC,MS-TSPO-T,GM-R,마산,-
2017,09.29,18:30,두산5vs3LG,KN-T,,잠실,-
2017,09.29,18:30,롯데7vs2SK,SS-T,KNN-RPM-R,문학,-
2017,09.29,18:30,KIA7vs2한화,D-CMB,TM-R,대전,-
2017,09.30,17:00,넥센4vs11NC,KN-T,GM-R,마산,-
2017,09.30,17:00,삼성3vs4LG,MS-TSPO-T,T-R,잠실,-
2017,09.30,17:00,SK4vs1한화,SS-TD-CMB,,대전,-
2017,10.01,14:00,삼성10vs3LG,KN-T,T-R,잠실,-
2017,10.01,14:00,KIA2vs20KT,SPO-T,,수원,-
2017,10.01,14:00,두산6vs4한화,SS-TD-CMB,,대전,-
2017,10.02,14:00,KIA5vs3KT,KN-TMS-TSS-TSPO-T,,수원,-
2017,10.03,14:00,SK3vs2두산,,,잠실,-
2017,10.03,14:00,KIA10vs2KT,SPO-T,,수원,-
2017,10.03,15:00,LG2vs4롯데,SS-T,KNN-RPM-R,사직,-
2017,10.03,15:00,NC8vs8한화,KN-TD-CMB,,대전,-
2017,10.03,17:00,넥센9vs10삼성,MS-T,T-R,대구,-
2018,03.24,14:00,LG2vs4NC,KN-TSPO-T,KNN-RGM-R,마산,-
2018,03.24,14:00,삼성6vs3두산,S-T,T-RDM-R,잠실,-
2018,03.24,14:00,롯데5vs6SK,M-T,KNN-RPM-R,문학,-
2018,03.24,14:00,KT5vs4KIA,K-2T,KBC-R,광주,-
2018,03.24,14:00,한화3vs6넥센,MS-TSPO-2T,S-R,고척,-
2018,03.25,14:00,LG1vs7NC,KN-T,KNN-RGM-R,마산,-
2018,03.25,14:00,삼성4vs5두산,SS-T,T-RDM-R,잠실,-
2018,03.25,14:00,롯데0vs5SK,MS-T,KNN-RPM-R,문학,-
2018,03.25,14:00,KT1vs14KIA,SPO-2T,KBC-R,광주,-
2018,03.25,14:00,한화4vs1넥센,SPO-T,,고척,-
2018,03.27,18:30,한화6vs9NC,MS-T,KNN-RGM-R,마산,-
2018,03.27,18:30,롯데0vs5두산,,KNN-RPM-R,잠실,-
2018,03.27,18:30,KT5vs8SK,SS-T,,문학,-
2018,03.27,18:30,삼성0vs17KIA,SPO-T,T-RKBC-R,광주,-
2018,03.27,18:30,LG4vs5넥센,KN-T,,고척,-
2018,03.28,18:30,한화6vs2NC,MS-T,KNN-RGM-R,마산,-
2018,03.28,18:30,롯데5vs6두산,,KNN-RPM-R,잠실,-
2018,03.28,18:30,KT8vs5SK,SS-T,,문학,-
2018,03.28,18:30,삼성6vs0KIA,SPO-T,T-RKBC-R,광주,-
2018,03.28,18:30,LG9vs3넥센,KN-T,,고척,-
2018,03.29,18:30,한화1vs4NC,MS-T,KNN-RGM-R,마산,-
2018,03.29,18:30,롯데1vs4두산,,KNN-RPM-R,잠실,-
2018,03.29,18:30,KT7vs1SK,SS-T,,문학,-
2018,03.29,18:30,삼성0vs7KIA,SPO-T,T-RKBC-R,광주,-
2018,03.29,18:30,LG4vs9넥센,KN-T,,고척,-
2018,03.30,18:30,KIA4vs3LG,SS-T,,잠실,-
2018,03.30,18:30,NC7vs5롯데,SPO-T,KNN-RPM-R,사직,-
2018,03.30,18:30,넥센10vs8삼성,MS-T,T-RDM-R,대구,-
2018,03.30,18:30,SK8vs4한화,,TJ-RTM-RDK-R,대전,-
2018,03.30,19:00,두산6vs2KT,KN-T,,수원,-
2018,03.31,17:00,KIA4vs6LG,SS-T,,잠실,-
2018,03.31,17:00,NC10vs5롯데,SPO-T,KNN-RPM-R,사직,-
2018,03.31,17:00,넥센4vs2삼성,MS-T,T-R,대구,-
2018,03.31,17:00,두산8vs20KT,KN-T,,수원,-
2018,03.31,17:00,SK12vs1한화,,TJ-R,대전,-
2018,04.01,14:00,KIA5vs6LG,SS-T,,잠실,-
2018,04.01,14:00,NC2vs3롯데,SPO-T,KNN-RPM-R,사직,-
2018,04.01,14:00,넥센5vs6삼성,MS-T,T-R,대구,-
2018,04.01,14:00,두산4vs9KT,KN-T,,수원,-
2018,04.01,14:00,SK13vs1한화,SPO-2T,,대전,-
2018,04.03,18:30,삼성3vs4NC,SPO-2T,T-RKNN-RGM-R,마산,-
2018,04.03,18:30,LG4vs5두산,SPO-T,,잠실,-
2018,04.03,18:30,KIA3vs13SK,KN-T,,문학,-
2018,04.03,18:30,KT7vs1넥센,MS-T,,고척,-
2018,04.03,18:30,롯데11vs17한화,SS-T,TJ-RKNN-RTM-RPM-RDK-R,대전,-
2018,04.04,18:30,삼성1vs4NC,SPO-2T,T-RKNN-RGM-R,마산,-
2018,04.04,18:30,LG3vs6두산,SPO-T,,잠실,-
2018,04.04,18:30,KIA9vs6SK,KN-T,,문학,-
2018,04.04,18:30,KT2vs10넥센,MS-T,,고척,-
2018,04.04,18:30,롯데6vs7한화,SS-T,TJ-RKNN-RTM-RPM-RDK-R,대전,-
2018,04.05,18:30,삼성4vs1NC,SPO-2T,T-RKNN-RGM-R,마산,-
2018,04.05,18:30,LGvs두산,SPO-T,,잠실,우천취소
2018,04.05,18:30,KIAvsSK,KN-T,,문학,우천취소
2018,04.05,18:30,KT3vs4넥센,MS-T,,고척,-
2018,04.05,18:30,롯데vs한화,SS-T,TJ-RKNN-RTM-RPM-RDK-R,대전,우천취소
2018,04.06,18:30,NCvs두산,MS-T,KNN-R,잠실,미세먼지취소
2018,04.06,18:30,삼성vsSK,SPO-2T,T-R,문학,미세먼지취소
2018,04.06,18:30,LG14vs6롯데,SS-T,KNN-RPM-R,사직,-
2018,04.06,18:30,한화vsKT,SPO-T,,수원,미세먼지취소
2018,04.06,18:30,넥센5vs11KIA,KN-TG-CMB,KBC-R,광주,-
2018,04.07,17:00,NC3vs6두산,MS-T,KNN-R,잠실,-
2018,04.07,17:00,삼성3vs4SK,SPO-2T,T-R,문학,-
2018,04.07,17:00,LG2vs7롯데,SS-T,KNN-RPM-R,사직,-
2018,04.07,17:00,한화2vs10KT,SPO-T,,수원,-
2018,04.07,17:00,넥센1vs5KIA,KN-TG-CMB,KBC-R,광주,-
2018,04.08,14:00,NC10vs11두산,MS-T,KNN-R,잠실,-
2018,04.08,14:00,삼성12vs4SK,SPO-2T,T-R,문학,-
2018,04.08,14:00,LG4vs2롯데,SS-T,KNN-RPM-R,사직,-
2018,04.08,14:00,한화12vs8KT,SPO-T,,수원,-
2018,04.08,14:00,넥센3vs4KIA,KN-TG-CMB,KBC-R,광주,-
2018,04.10,18:30,KT5vs4NC,,KNN-RGM-R,마산,-
2018,04.10,18:30,SK4vs1LG,SPO-T,,잠실,-
2018,04.10,18:30,두산8vs1삼성,SS-T,T-RDM-R,대구,-
2018,04.10,18:30,KIA3vs4한화,MS-T,TJ-RTM-RDK-R,대전,-
2018,04.10,18:30,넥센3vs4롯데,KN-T,KNN-RPM-R,울산,-
2018,04.11,18:30,KT12vs4NC,SPO-2T,KNN-RGM-R,마산,-
2018,04.11,18:30,SK0vs3LG,SPO-T,,잠실,-
2018,04.11,18:30,두산7vs6삼성,SS-T,T-R,대구,-
2018,04.11,18:30,KIA4vs6한화,MS-T,TJ-RTM-RDK-R,대전,-
2018,04.11,18:30,넥센0vs12롯데,KN-T,KNN-RPM-R,울산,-
2018,04.12,18:30,KT7vs2NC,,KNN-RGM-R,마산,-
2018,04.12,18:30,SK4vs5LG,SPO-T,,잠실,-
2018,04.12,18:30,두산9vs3삼성,SS-T,T-RDM-R,대구,-
2018,04.12,18:30,KIA4vs15한화,MS-T,TJ-RTM-RDK-R,대전,-
2018,04.12,18:30,넥센5vs3롯데,KN-T,KNN-RPM-R,울산,-
2018,04.13,18:30,KT1vs3LG,SPO-T,,잠실,-
2018,04.13,18:30,NC2vs4SK,,KNN-R,문학,-
2018,04.13,18:30,롯데8vs4KIA,MS-TG-CMB,KNN-RPM-RKBC-R,광주,-
2018,04.13,18:30,두산12vs0넥센,SS-T,,고척,-
2018,04.13,18:30,삼성4vs2한화,KN-T,T-RTJ-RTM-R,대전,-
2018,04.14,17:00,KT0vs8LG,SPO-T,,잠실,-
2018,04.14,17:00,NC0vs7SK,,KNN-R,문학,-
2018,04.14,17:00,롯데vsKIA,MS-TG-CMB,KNN-RPM-RKBC-R,광주,우천취소
2018,04.14,17:00,두산6vs7넥센,SS-T,,고척,-
2018,04.14,17:00,삼성2vs14한화,KN-T,T-RTJ-RTM-R,대전,-
2018,04.15,14:00,KT8vs11LG,SPO-T,,잠실,-
2018,04.15,14:00,NC2vs3SK,,KNN-R,문학,-
2018,04.15,14:00,롯데vsKIA,MS-TG-CMB,KNN-RPM-RKBC-R,광주,미세먼지취소
2018,04.15,14:00,두산3vs2넥센,SS-T,,고척,-
2018,04.15,14:00,삼성4vs7한화,KN-T,T-R,대전,-
2018,04.17,18:30,한화5vs2두산,KN-T,,잠실,-
2018,04.17,18:30,삼성11vs6롯데,MS-T,T-RKNN-RPM-R,사직,-
2018,04.17,18:30,SK9vs5KT,SPO-T,,수원,-
2018,04.17,18:30,LG4vs5KIA,,KBC-R,광주,-
2018,04.17,18:30,NC3vs2넥센,SS-T,KNN-R,고척,-
2018,04.18,18:30,한화4vs5두산,KN-T,,잠실,-
2018,04.18,18:30,삼성7vs9롯데,MS-T,T-RKNN-RPM-R,사직,-
2018,04.18,18:30,SK8vs3KT,SPO-T,,수원,-
2018,04.18,18:30,LG3vs4KIA,,KBC-R,광주,-
2018,04.18,18:30,NC1vs0넥센,SS-T,KNN-R,고척,-
2018,04.19,18:30,한화2vs5두산,KN-T,,잠실,-
2018,04.19,18:30,삼성6vs0롯데,MS-T,T-RKNN-RPM-R,사직,-
2018,04.19,18:30,SK6vs5KT,SPO-T,,수원,-
2018,04.19,18:30,LG4vs8KIA,,KBC-R,광주,-
2018,04.19,18:30,NC3vs6넥센,SS-T,KNN-R,고척,-
2018,04.20,18:30,LG9vs4NC,SPO-T,KNN-RGM-R,마산,-
2018,04.20,18:30,KIA4vs6두산,,,잠실,-
2018,04.20,18:30,SK5vs10롯데,MS-T,KNN-RPM-R,사직,-
2018,04.20,18:30,KT5vs4삼성,SS-T,T-RDM-R,대구,-
2018,04.20,18:30,넥센6vs1한화,KN-T,TJ-RTM-RDK-R,대전,-
2018,04.21,17:00,LG6vs3NC,SPO-T,KNN-RGM-R,마산,-
2018,04.21,17:00,KIA5vs10두산,,S-R,잠실,-
2018,04.21,17:00,SK3vs4롯데,MS-T,KNN-RPM-R,사직,-
2018,04.21,17:00,KT1vs4삼성,SS-T,T-R,대구,-
2018,04.21,17:00,넥센4vs3한화,KN-T,TJ-R,대전,-
2018,04.22,14:00,LG5vs4NC,SPO-T,KNN-RGM-R,마산,-
2018,04.22,14:00,KIA14vs4두산,,,잠실,-
2018,04.22,14:00,SK10vs4롯데,MS-T,KNN-RPM-R,사직,-
2018,04.22,14:00,KT6vs4삼성,SS-T,T-R,대구,-
2018,04.22,14:00,넥센10vs1한화,KN-T,,대전,-
2018,04.24,18:30,넥센2vs8LG,KN-T,,잠실,-
2018,04.24,18:30,두산10vs9SK,SS-T,,문학,-
2018,04.24,18:30,NC2vs7삼성,SPO-2T,T-RKNN-RDM-R,대구,-
2018,04.24,18:30,롯데14vs8KT,MS-T,KNN-RPM-R,수원,-
2018,04.24,18:30,한화vsKIA,SPO-TG-CMB,KBC-R,광주,우천취소
2018,04.25,18:30,넥센1vs2LG,KN-T,,잠실,-
2018,04.25,18:30,두산6vs7SK,SS-T,,문학,-
2018,04.25,18:30,NC9vs2삼성,SPO-T,T-RKNN-R,대구,-
2018,04.25,18:30,롯데5vs4KT,MS-T,KNN-RPM-R,수원,-
2018,04.25,18:30,한화3vs2KIA,SPO-TG-CMB,KBC-R,광주,-
2018,04.26,18:30,넥센1vs11LG,KN-T,,잠실,-
2018,04.26,18:30,두산4vs5SK,SS-T,,문학,-
2018,04.26,18:30,NC5vs2삼성,SPO-2T,T-RKNN-RDM-R,대구,-
2018,04.26,18:30,롯데2vs5KT,MS-T,KNN-RPM-R,수원,-
2018,04.26,18:30,한화3vs1KIA,SPO-TG-CMB,KBC-R,광주,-
2018,04.27,18:30,두산6vs2NC,SS-T,KNN-RGM-R,마산,-
2018,04.27,18:30,삼성2vs9LG,MS-T,T-R,잠실,-
2018,04.27,18:30,한화3vs5롯데,SPO-2T,KNN-RPM-R,사직,-
2018,04.27,18:30,KIA8vs3KT,SPO-T,,수원,-
2018,04.27,18:30,SK8vs3넥센,KN-T,,고척,-
2018,04.28,17:00,두산1vs5NC,SS-T,KNN-RGM-R,마산,-
2018,04.28,17:00,삼성4vs6LG,MS-T,T-R,잠실,-
2018,04.28,17:00,한화4vs2롯데,SPO-2T,KNN-RPM-R,사직,-
2018,04.28,17:00,KIA2vs9KT,SPO-T,,수원,-
2018,04.28,17:00,SK6vs4넥센,KN-T,,고척,-
2018,04.29,14:00,두산7vs1NC,SS-T,KNN-RGM-R,마산,-
2018,04.29,14:00,삼성8vs7LG,MS-T,T-R,잠실,-
2018,04.29,14:00,한화3vs4롯데,SPO-2T,KNN-RPM-R,사직,-
2018,04.29,14:00,KIA3vs5KT,SPO-T,,수원,-
2018,04.29,14:00,SK5vs8넥센,KN-T,,고척,-
2018,05.01,18:30,넥센13vs4NC,KN-T,KNN-RGM-R,마산,-
2018,05.01,18:30,KT2vs4두산,MS-T,,잠실,-
2018,05.01,18:30,KIA0vs4롯데,SS-T,KNN-RPM-R,사직,-
2018,05.01,18:30,SK12vs3삼성,,T-R,대구,-
2018,05.01,18:30,LG5vs6한화,SPO-T,TJ-RTM-R,대전,-
2018,05.02,18:30,넥센8vs13NC,KN-T,KNN-RGM-R,마산,-
2018,05.02,18:30,KTvs두산,MS-T,,잠실,우천취소
2018,05.02,18:30,KIA12vs6롯데,SS-T,KNN-RPM-R,사직,-
2018,05.02,18:30,SK7vs4삼성,,T-RDM-R,대구,-
2018,05.02,18:30,LG3vs4한화,SPO-T,TJ-RTM-RDK-R,대전,-
2018,05.03,18:30,넥센13vs9NC,KN-T,KNN-RGM-R,마산,-
2018,05.03,18:30,KT3vs2두산,MS-T,,잠실,-
2018,05.03,18:30,KIA4vs5롯데,SS-T,KNN-RPM-R,사직,-
2018,05.03,18:30,SK4vs8삼성,,T-RDM-R,대구,-
2018,05.03,18:30,LG3vs7한화,SPO-T,TJ-RTM-RDK-R,대전,-
2018,05.04,18:30,두산11vs8LG,MS-T,,잠실,-
2018,05.04,18:30,롯데4vs5SK,,T-RDM-R,문학,-
2018,05.04,18:30,한화9vs6삼성,SPO-T,T-RDM-R,대구,-
2018,05.04,18:30,넥센11vs1KT,KN-T,,수원,-
2018,05.04,18:30,NC6vs5KIA,SS-T,KNN-RKBC-R,광주,-
2018,05.05,14:00,두산3vs0LG,M-T,,잠실,-
2018,05.05,14:00,롯데8vs1SK,SPO-TSPO-2T,KNN-RPM-R,문학,-
2018,05.05,14:00,한화3vs8삼성,SS-T,T-R,대구,-
2018,05.05,14:00,넥센10vs1KT,KN-TMS-T,,수원,-
2018,05.05,14:00,NC4vs12KIA,S-T,KNN-RKBC-R,광주,-
2018,05.06,14:00,두산13vs5LG,MS-T,,잠실,-
2018,05.06,14:00,롯데vsSK,SPO-2T,KNN-RPM-R,문학,그라운드사정
2018,05.06,14:00,한화vs삼성,SPO-T,T-R,대구,우천취소
2018,05.06,14:00,넥센vsKT,KN-T,,수원,우천취소
2018,05.06,14:00,NC3vs11KIA,SS-T,KNN-RKBC-R,광주,-
2018,05.08,18:30,SK0vs9NC,MS-T,KNN-RGM-R,마산,-
2018,05.08,18:30,롯데4vs2LG,SS-T,KNN-RPM-R,잠실,-
2018,05.08,18:30,삼성9vs4KT,,T-R,수원,-
2018,05.08,18:30,두산0vs10KIA,KN-T,KBC-R,광주,-
2018,05.08,18:30,한화10vs9넥센,SPO-T,,고척,-
2018,05.09,18:30,SK6vs5NC,MS-T,KNN-RGM-R,마산,-
2018,05.09,18:30,롯데2vs3LG,SS-T,KNN-RPM-R,잠실,-
2018,05.09,18:30,삼성5vs4KT,,T-R,수원,-
2018,05.09,18:30,두산13vs7KIA,KN-T,KBC-R,광주,-
2018,05.09,18:30,한화4vs1넥센,SPO-T,,고척,-
2018,05.10,18:30,SK6vs2NC,MS-T,KNN-RGM-R,마산,-
2018,05.10,18:30,롯데7vs2LG,SS-T,KNN-RPM-R,잠실,-
2018,05.10,18:30,삼성4vs5KT,,T-R,수원,-
2018,05.10,18:30,두산5vs6KIA,KN-T,KBC-R,광주,-
2018,05.10,18:30,한화3vs1넥센,SPO-T,,고척,-
2018,05.11,18:30,넥센10vs5두산,MS-T,,잠실,-
2018,05.11,18:30,LG14vs9SK,,,문학,-
2018,05.11,18:30,KT2vs6롯데,SS-T,KNN-RPM-R,사직,-
2018,05.11,18:30,KIA3vs8삼성,KN-T,T-RDM-R,대구,-
2018,05.11,18:30,NC4vs2한화,SPO-T,TJ-RKNN-RTM-R,대전,-
2018,05.12,17:00,넥센vs두산,MS-T,,잠실,우천취소
2018,05.12,17:00,LGvsSK,,,문학,우천취소
2018,05.12,17:00,KTvs롯데,SS-T,KNN-RPM-R,사직,우천취소
2018,05.12,17:00,KIAvs삼성,KN-T,T-R,대구,우천취소
2018,05.12,17:00,NCvs한화,SPO-T,TJ-RKNN-R,대전,우천취소
2018,05.13,14:00,넥센2vs1두산,MS-T,,잠실,-
2018,05.13,14:00,LG0vs10SK,,,문학,-
2018,05.13,14:00,KT1vs3롯데,SS-T,KNN-RPM-R,사직,-
2018,05.13,14:00,KIA8vs7삼성,KN-T,T-R,대구,-
2018,05.13,14:00,NC0vs4한화,SPO-T,KNN-R,대전,-
2018,05.15,18:30,롯데5vs3NC,SS-T,KNN-RPM-RGM-R,마산,-
2018,05.15,18:30,SK4vs6두산,SPO-2T,,잠실,-
2018,05.15,18:30,KIA2vs1넥센,MS-T,,고척,-
2018,05.15,18:30,KT3vs0한화,KN-T,TJ-RTM-R,대전,-
2018,05.15,18:30,LG2vs4삼성,SPO-T,T-RDM-R,포항,-
2018,05.16,18:30,롯데vsNC,SS-T,KNN-RPM-RGM-R,마산,우천취소
2018,05.16,18:30,SK3vs5두산,SPO-2T,,잠실,-
2018,05.16,18:30,KIA7vs8넥센,MS-T,,고척,-
2018,05.16,18:30,KT4vs5한화,KN-T,TJ-RTM-RDK-R,대전,-
2018,05.16,18:30,LG8vs7삼성,SPO-T,T-RDM-R,포항,-
2018,05.17,18:30,롯데7vs0NC,SS-T,KNN-RPM-RGM-R,마산,-
2018,05.17,18:30,SKvs두산,SPO-2T,,잠실,우천취소
2018,05.17,18:30,KIA2vs8넥센,MS-T,,고척,-
2018,05.17,18:30,KT3vs5한화,KN-T,TJ-RTM-RDK-R,대전,-
2018,05.17,18:30,LG8vs5삼성,SPO-T,T-R,포항,-
2018,05.18,18:30,한화4vs3LG,KN-T,,잠실,-
2018,05.18,18:30,두산7vs1롯데,SS-T,KNN-RPM-R,사직,-
2018,05.18,18:30,NC6vs1KT,SPO-2T,KNN-R,수원,-
2018,05.18,18:30,SK1vs5KIA,MS-T,KBC-R,광주,-
2018,05.18,18:30,삼성5vs0넥센,SPO-T,T-R,고척,-
2018,05.19,17:00,한화2vs1LG,KN-T,,잠실,-
2018,05.19,17:00,두산2vs15롯데,SS-T,KNN-RPM-R,사직,-
2018,05.19,17:00,NC2vs3KT,SPO-2T,KNN-R,수원,-
2018,05.19,17:00,SK1vs2KIA,MS-T,KBC-R,광주,-
2018,05.19,17:00,삼성3vs6넥센,SPO-T,T-R,고척,-
2018,05.20,14:00,한화2vs6LG,KN-T,,잠실,-
2018,05.20,14:00,두산7vs6롯데,SS-T,KNN-RPM-R,사직,-
2018,05.20,14:00,NC3vs18KT,SPO-2T,KNN-R,수원,-
2018,05.20,14:00,SK3vs8KIA,MS-T,KBC-R,광주,-
2018,05.20,14:00,삼성4vs3넥센,SPO-T,T-R,고척,-
2018,05.22,14:00,NC1vs6LG,M-T,KNN-R,잠실,-
2018,05.22,14:00,넥센10vs4SK,SS-TSPO-T,,문학,-
2018,05.22,14:00,롯데4vs10삼성,KN-TMS-T,T-RKNN-RPM-R,대구,-
2018,05.22,14:00,KT5vs8KIA,SPO-2T,KBC-R,광주,-
2018,05.22,14:00,두산7vs8한화,K-2T,DK-R,대전,-
2018,05.23,18:30,NC2vs12LG,SS-T,KNN-R,잠실,-
