연도,날짜,시간,경기,TV,라디오,구장,비고
2001,04.05,14:00,LG6vs11SK,,,인천,-
2001,04.05,14:00,KIA5vs6두산,,,잠실,-
2001,04.05,14:00,롯데5vs1현대,,,수원,-
2001,04.05,14:10,한화3vs4삼성,,,시민,-
2001,04.06,18:30,한화3vs12삼성,,,시민,-
2001,04.06,18:30,LG4vs7SK,,,인천,-
2001,04.06,18:30,KIA2vs8두산,,,잠실,-
2001,04.06,18:30,롯데1vs3현대,,,수원,-
2001,04.07,17:00,현대4vs5KIA,,,무등,-
2001,04.07,17:00,두산3vs0LG,,,잠실,-
2001,04.07,17:00,삼성2vs4롯데,,,사직,-
2001,04.07,17:00,SK0vs9한화,,,대전,-
2001,04.08,14:00,현대4vs6KIA,,,무등,-
2001,04.08,14:00,두산2vs6LG,,,잠실,-
2001,04.08,14:00,삼성3vs1롯데,,,사직,-
2001,04.08,14:00,SK11vs17한화,,,대전,-
2001,04.10,18:30,롯데3vs4KIA,,,무등,-
2001,04.10,18:30,삼성3vs2SK,,,인천,-
2001,04.10,18:30,한화6vs2LG,,,잠실,-
2001,04.10,18:30,두산8vs4현대,,,수원,-
2001,04.11,18:30,롯데4vs1KIA,,,무등,-
2001,04.12,14:50,삼성10vs2SK,,,인천,-
2001,04.12,15:00,한화10vs2LG,,,잠실,-
2001,04.12,15:00,두산14vs6현대,,,수원,-
2001,04.12,18:10,두산1vs10현대,,,수원,-
2001,04.12,18:20,한화10vs6LG,,,잠실,-
2001,04.12,18:30,롯데6vs7KIA,,,무등,-
2001,04.12,18:40,삼성0vs4SK,,,인천,-
2001,04.13,18:30,현대3vs4SK,,,인천,-
2001,04.13,18:30,LG5vs8삼성,,,시민,-
2001,04.13,18:30,롯데6vs4두산,,,잠실,-
2001,04.13,18:30,KIA6vs9한화,,,청주,-
2001,04.14,14:00,LG5vs6삼성,,,시민,-
2001,04.14,17:00,현대1vs4SK,,,인천,-
2001,04.14,17:00,롯데2vs7두산,,,잠실,-
2001,04.14,17:00,KIA3vs5한화,,,청주,-
2001,04.15,14:00,현대8vs4SK,,,인천,-
2001,04.15,14:00,LG2vs13삼성,,,시민,-
2001,04.15,14:00,롯데6vs1두산,,,잠실,-
2001,04.15,14:00,KIA5vs0한화,,,청주,-
2001,04.17,18:00,삼성0vs5두산,,,잠실,-
2001,04.17,18:30,SK1vs3KIA,,,무등,-
2001,04.17,18:30,LG6vs3롯데,,,사직,-
2001,04.17,18:30,한화0vs5현대,,,수원,-
2001,04.18,18:30,SK11vs2KIA,,,무등,-
2001,04.18,18:30,삼성4vs5두산,,,잠실,-
2001,04.18,18:30,LG12vs8롯데,,,사직,-
2001,04.18,18:30,한화6vs5현대,,,수원,-
2001,04.19,18:30,SK6vs4KIA,,,무등,-
2001,04.19,18:30,삼성8vs4두산,,,잠실,-
2001,04.19,18:30,LG10vs7롯데,,,사직,-
2001,04.19,18:30,한화5vs1현대,,,수원,-
2001,04.20,18:30,SK4vs1삼성,,,시민,-
2001,04.20,18:30,KIA4vs17LG,,,잠실,-
2001,04.20,18:30,현대6vs1롯데,,,사직,-
2001,04.20,18:30,두산6vs2한화,,,대전,-
2001,04.21,14:00,KIA7vs3LG,,,잠실,-
2001,04.21,17:00,SK5vs6삼성,,,시민,-
2001,04.21,17:00,현대10vs6롯데,,,사직,-
2001,04.21,17:00,두산5vs10한화,,,대전,-
2001,04.22,14:00,SK6vs4삼성,,,시민,-
2001,04.22,14:00,KIA10vs6LG,,,잠실,-
2001,04.22,14:00,현대4vs3롯데,,,사직,-
2001,04.22,14:00,두산10vs4한화,,,대전,-
2001,04.24,18:30,한화2vs3SK,,,인천,-
2001,04.24,18:30,롯데7vs8삼성,,,시민,-
2001,04.24,18:30,두산10vs10KIA,,,무등,-
2001,04.24,18:30,현대13vs2LG,,,잠실,-
2001,04.25,18:30,한화0vs2SK,,,인천,-
2001,04.25,18:30,롯데5vs4삼성,,,시민,-
2001,04.25,18:30,두산3vs2KIA,,,무등,-
2001,04.25,18:30,현대2vs3LG,,,잠실,-
2001,04.26,18:30,한화0vs2SK,,,인천,-
2001,04.26,18:30,롯데5vs9삼성,,,시민,-
2001,04.26,18:30,두산5vs4KIA,,,무등,-
2001,04.26,18:30,현대10vs5LG,,,잠실,-
2001,04.27,18:30,KIA2vs1롯데,,,마산,-
2001,04.27,18:30,SK1vs4두산,,,잠실,-
2001,04.27,18:30,삼성4vs6현대,,,수원,-
2001,04.27,18:30,LG5vs9한화,,,대전,-
2001,04.28,16:50,KIA1vs5롯데,,,마산,-
2001,04.28,17:00,SK6vs7두산,,,잠실,-
2001,04.28,17:00,삼성1vs12현대,,,수원,-
2001,04.28,17:00,LG4vs7한화,,,대전,-
2001,04.29,14:00,SK10vs5두산,,,잠실,-
2001,04.29,14:00,삼성10vs4현대,,,수원,-
2001,04.30,18:30,LG2vs5한화,,,대전,-
2001,05.01,14:00,한화4vs2KIA,,,무등,-
2001,05.01,14:00,두산1vs12삼성,,,시민,-
2001,05.01,14:00,롯데1vs5LG,,,잠실,-
2001,05.01,14:00,SK2vs12현대,,,수원,-
2001,05.02,18:30,한화0vs8KIA,,,무등,-
2001,05.02,18:30,두산2vs4삼성,,,시민,-
2001,05.02,18:30,롯데14vs2LG,,,잠실,-
2001,05.02,18:30,SK3vs5현대,,,수원,-
2001,05.03,18:30,한화10vs2KIA,,,무등,-
2001,05.03,18:30,두산14vs8삼성,,,시민,-
2001,05.03,18:30,롯데7vs9LG,,,잠실,-
2001,05.03,18:30,SK1vs2현대,,,수원,-
2001,05.04,18:30,현대8vs5삼성,,,시민,-
2001,05.04,18:30,KIA2vs8SK,,,인천,-
2001,05.04,18:30,LG4vs11두산,,,잠실,-
2001,05.04,18:30,롯데9vs1한화,,,대전,-
2001,05.05,14:00,현대6vs7삼성,,,시민,-
2001,05.05,14:00,KIA10vs7SK,,,인천,-
2001,05.05,14:00,LG5vs16두산,,,잠실,-
2001,05.05,14:00,롯데13vs1한화,,,대전,-
2001,05.06,14:00,현대6vs7삼성,,,시민,-
2001,05.06,14:00,KIA5vs4SK,,,인천,-
2001,05.06,14:00,LG3vs3두산,,,잠실,-
2001,05.06,14:00,롯데2vs5한화,,,대전,-
2001,05.08,18:30,삼성5vs11KIA,,,무등,-
2001,05.08,18:30,한화10vs7두산,,,잠실,-
2001,05.08,18:30,LG6vs3현대,,,수원,-
2001,05.09,15:00,SK10vs9롯데,,,마산,-
2001,05.09,18:30,SK4vs4롯데,,,마산,-
2001,05.09,18:30,삼성2vs8KIA,,,무등,-
2001,05.09,18:30,한화6vs7두산,,,잠실,-
2001,05.09,18:30,LG4vs8현대,,,수원,-
2001,05.10,18:30,SK1vs4롯데,,,마산,-
2001,05.10,18:30,삼성0vs4KIA,,,무등,-
2001,05.10,18:30,한화3vs2두산,,,잠실,-
2001,05.10,18:30,LG2vs7현대,,,수원,-
2001,05.11,18:30,두산1vs5SK,,,인천,-
2001,05.11,18:30,삼성8vs3LG,,,잠실,-
2001,05.11,18:30,한화3vs8롯데,,,사직,-
2001,05.11,18:30,KIA1vs4현대,,,수원,-
2001,05.12,16:50,한화10vs9롯데,,,사직,-
2001,05.12,17:00,두산2vs6SK,,,인천,-
2001,05.12,17:00,삼성4vs1LG,,,잠실,-
2001,05.12,17:00,KIA7vs4현대,,,수원,-
2001,05.13,14:00,두산8vs5SK,,,인천,-
2001,05.13,14:00,삼성9vs8LG,,,잠실,-
2001,05.13,14:00,한화3vs6롯데,,,사직,-
2001,05.13,14:00,KIA3vs4현대,,,수원,-
2001,05.15,18:30,롯데5vs12삼성,,,시민,-
2001,05.15,18:30,SK7vs2KIA,,,무등,-
2001,05.15,18:30,두산9vs6LG,,,잠실,-
2001,05.15,18:30,현대6vs1한화,,,청주,-
2001,05.16,18:30,롯데4vs7삼성,,,시민,-
2001,05.16,18:30,SK1vs6KIA,,,무등,-
2001,05.16,18:30,두산3vs4LG,,,잠실,-
2001,05.16,18:30,현대8vs3한화,,,청주,-
2001,05.17,18:30,롯데8vs4삼성,,,시민,-
2001,05.17,18:30,SK2vs3KIA,,,무등,-
2001,05.17,18:30,두산5vs1LG,,,잠실,-
2001,05.17,18:30,현대8vs6한화,,,청주,-
2001,05.18,18:30,LG4vs2KIA,,,무등,-
2001,05.18,18:30,롯데5vs4SK,,,인천,-
2001,05.18,18:30,현대7vs4두산,,,잠실,-
2001,05.18,18:30,삼성7vs4한화,,,대전,-
2001,05.19,17:00,LG9vs13KIA,,,무등,-
2001,05.19,17:00,롯데7vs5SK,,,인천,-
2001,05.19,17:00,현대11vs8두산,,,잠실,-
2001,05.19,17:00,삼성12vs1한화,,,대전,-
2001,05.20,14:00,LG3vs8KIA,,,무등,-
2001,05.20,14:00,롯데15vs11SK,,,인천,-
2001,05.20,14:00,현대3vs8두산,,,잠실,-
2001,05.20,14:00,삼성2vs3한화,,,대전,-
2001,05.22,18:30,KIA2vs8롯데,,,사직,-
2001,05.22,18:30,삼성2vs3현대,,,수원,-
2001,05.23,15:00,두산7vs9SK,,,인천,-
2001,05.23,15:00,한화13vs5LG,,,잠실,-
2001,05.23,18:30,한화6vs7LG,,,잠실,-
2001,05.23,18:30,KIA4vs3롯데,,,사직,-
2001,05.23,18:30,삼성5vs6현대,,,수원,-
2001,05.23,18:40,두산6vs7SK,,,인천,-
2001,05.24,18:30,두산0vs7SK,,,인천,-
2001,05.24,18:30,한화6vs7LG,,,잠실,-
2001,05.24,18:30,KIA7vs6롯데,,,사직,-
2001,05.24,18:30,삼성7vs3현대,,,수원,-
2001,05.25,18:30,KIA6vs7삼성,,,시민,-
2001,05.25,18:30,SK3vs4LG,,,잠실,-
2001,05.25,18:30,두산8vs7롯데,,,사직,-
2001,05.25,18:30,한화12vs3현대,,,수원,-
2001,05.26,17:00,KIA9vs12삼성,,,시민,-
2001,05.26,17:00,SK11vs4LG,,,잠실,-
2001,05.26,17:00,두산3vs4롯데,,,사직,-
2001,05.26,17:00,한화4vs0현대,,,수원,-
2001,05.27,14:00,KIA2vs3삼성,,,시민,-
2001,05.27,14:00,SK3vs11LG,,,잠실,-
2001,05.27,14:00,두산9vs8롯데,,,사직,-
2001,05.27,14:00,한화3vs4현대,,,수원,-
2001,05.29,18:30,현대14vs6SK,,,인천,-
2001,05.29,18:30,LG6vs5KIA,,,무등,-
2001,05.29,18:30,삼성1vs5두산,,,잠실,-
2001,05.29,18:30,롯데3vs4한화,,,대전,-
2001,05.30,18:30,현대6vs3SK,,,인천,-
2001,05.30,18:30,삼성2vs10두산,,,잠실,-
2001,05.30,18:30,롯데17vs5한화,,,대전,-
2001,05.31,15:00,LG10vs6KIA,,,무등,-
2001,05.31,18:30,현대10vs7SK,,,인천,-
2001,05.31,18:30,삼성6vs0두산,,,잠실,-
2001,05.31,18:30,롯데5vs7한화,,,대전,-
2001,05.31,19:00,LG3vs3KIA,,,무등,-
2001,06.01,18:30,KIA4vs3SK,,,인천,-
2001,06.01,18:30,현대1vs5두산,,,잠실,-
2001,06.01,18:30,삼성5vs4롯데,,,사직,-
2001,06.01,18:30,LG8vs8한화,,,청주,-
2001,06.02,18:30,KIA7vs6SK,,,인천,-
2001,06.02,18:30,현대4vs4두산,,,잠실,-
2001,06.02,18:30,삼성7vs4롯데,,,사직,-
2001,06.02,18:30,LG13vs5한화,,,청주,-
2001,06.03,14:00,KIA4vs5SK,,,인천,-
2001,06.03,14:00,현대11vs5두산,,,잠실,-
2001,06.03,14:00,삼성5vs11롯데,,,사직,-
2001,06.03,14:00,LG7vs8한화,,,청주,-
2001,06.05,18:30,한화4vs7KIA,,,무등,-
2001,06.05,18:30,두산1vs4삼성,,,시민,-
2001,06.05,18:30,SK8vs2LG,,,잠실,-
2001,06.05,18:30,롯데4vs7현대,,,수원,-
2001,06.06,14:00,한화7vs6KIA,,,무등,-
2001,06.06,14:00,두산2vs5삼성,,,시민,-
2001,06.06,14:00,SK2vs3LG,,,잠실,-
2001,06.06,14:00,롯데5vs6현대,,,수원,-
2001,06.07,18:30,한화2vs8KIA,,,무등,-
2001,06.07,18:30,두산2vs6삼성,,,시민,-
2001,06.07,18:30,SK5vs14LG,,,잠실,-
2001,06.07,18:30,롯데4vs11현대,,,수원,-
2001,06.08,18:30,삼성5vs3SK,,,인천,-
2001,06.08,18:30,롯데6vs9LG,,,잠실,-
2001,06.08,18:30,KIA5vs1현대,,,수원,-
2001,06.08,18:30,두산12vs2한화,,,대전,-
2001,06.09,18:30,삼성3vs1SK,,,인천,-
2001,06.09,18:30,롯데1vs9LG,,,잠실,-
2001,06.09,18:30,KIA8vs10현대,,,수원,-
2001,06.09,18:30,두산5vs3한화,,,대전,-
2001,06.10,14:00,삼성5vs4SK,,,인천,-
2001,06.10,14:00,롯데8vs6LG,,,잠실,-
2001,06.10,14:00,KIA0vs6현대,,,수원,-
2001,06.10,14:00,두산10vs5한화,,,대전,-
2001,06.12,18:30,LG6vs10삼성,,,시민,-
2001,06.12,18:30,KIA8vs4두산,,,잠실,-
2001,06.12,18:30,SK12vs5롯데,,,사직,-
2001,06.12,18:30,현대6vs3한화,,,대전,-
2001,06.13,18:30,KIA10vs11두산,,,잠실,-
2001,06.14,15:00,현대10vs5한화,,,대전,-
2001,06.14,18:20,LG4vs7삼성,,,시민,-
2001,06.14,18:30,KIA6vs5두산,,,잠실,-
2001,06.14,18:40,현대12vs1한화,,,대전,-
2001,06.15,18:30,현대2vs6롯데,,,마산,-
2001,06.15,18:30,한화6vs0SK,,,인천,-
2001,06.15,18:30,삼성8vs5KIA,,,무등,-
2001,06.15,18:30,LG5vs1두산,,,잠실,-
2001,06.16,18:30,현대9vs4롯데,,,마산,-
2001,06.16,18:30,한화5vs2SK,,,인천,-
2001,06.16,18:30,삼성5vs0KIA,,,무등,-
2001,06.16,18:30,LG4vs7두산,,,잠실,-
2001,06.17,14:00,현대1vs6롯데,,,마산,-
2001,06.17,14:00,한화1vs4SK,,,인천,-
2001,06.17,14:00,삼성5vs8KIA,,,무등,-
2001,06.17,14:00,LG12vs4두산,,,잠실,-
2001,06.19,18:30,롯데6vs2SK,,,인천,-
2001,06.19,18:30,KIA3vs9LG,,,잠실,-
2001,06.19,18:30,두산4vs10현대,,,수원,-
2001,06.20,14:30,한화8vs2삼성,,,시민,-
2001,06.20,17:40,한화5vs7삼성,,,시민,-
2001,06.20,18:30,롯데1vs4SK,,,인천,-
2001,06.20,18:30,두산8vs11현대,,,수원,-
2001,06.21,15:00,KIA1vs3LG,,,잠실,-
2001,06.21,18:10,KIA2vs10LG,,,잠실,-
2001,06.21,18:30,한화3vs2삼성,,,시민,-
2001,06.21,18:30,롯데6vs2SK,,,인천,-
2001,06.21,18:30,두산4vs5현대,,,수원,-
2001,06.22,15:00,SK6vs9두산,,,잠실,-
2001,06.22,18:30,현대1vs4삼성,,,시민,-
2001,06.22,18:30,LG1vs11롯데,,,사직,-
2001,06.22,18:30,KIA5vs4한화,,,대전,-
2001,06.23,18:30,현대2vs7삼성,,,시민,-
2001,06.23,18:30,SK6vs10두산,,,잠실,-
2001,06.23,18:30,KIA18vs10한화,,,대전,-
2001,06.25,18:20,현대14vs2삼성,,,시민,-
2001,06.25,18:30,SK2vs4두산,,,잠실,-
2001,06.25,18:30,KIA8vs11한화,,,대전,-
2001,06.26,18:30,LG5vs12SK,,,인천,-
2001,06.26,18:30,롯데2vs3두산,,,잠실,-
2001,06.26,18:30,삼성3vs0한화,,,대전,-
2001,06.27,15:00,현대1vs1KIA,,,무등,-
2001,06.27,18:00,현대1vs4KIA,,,무등,-
2001,06.27,18:30,LG2vs1SK,,,인천,-
2001,06.27,18:30,삼성15vs6한화,,,대전,-
2001,06.28,15:00,롯데11vs11두산,,,잠실,-
2001,06.28,18:30,현대4vs1KIA,,,무등,-
2001,06.28,18:30,LG4vs5SK,,,인천,-
2001,06.28,18:30,삼성2vs0한화,,,대전,-
2001,06.28,18:50,롯데3vs5두산,,,잠실,-
2001,06.30,15:00,삼성1vs6LG,,,잠실,-
2001,06.30,15:00,한화6vs6롯데,,,사직,-
2001,06.30,18:20,삼성9vs4LG,,,잠실,-
2001,06.30,18:30,한화8vs6롯데,,,사직,-
2001,07.01,14:00,삼성7vs8LG,,,잠실,-
2001,07.01,18:30,한화2vs7롯데,,,사직,-
2001,07.01,18:30,SK3vs5현대,,,수원,-
2001,07.02,18:30,SK3vs1현대,,,수원,-
2001,07.03,18:30,KIA3vs6삼성,,,시민,-
2001,07.03,18:30,두산8vs4롯데,,,마산,-
2001,07.03,18:30,현대4vs1LG,,,잠실,-
2001,07.03,18:30,SK13vs5한화,,,청주,-
2001,07.04,18:30,KIA4vs1삼성,,,시민,-
2001,07.04,18:30,두산9vs6롯데,,,마산,-
2001,07.04,18:30,현대1vs2LG,,,잠실,-
2001,07.04,18:30,SK4vs3한화,,,청주,-
2001,07.05,18:30,현대6vs6LG,,,잠실,-
2001,07.05,18:30,SK2vs5한화,,,청주,-
2001,07.06,18:30,현대12vs2삼성,,,시민,-
2001,07.06,18:30,LG3vs4SK,,,인천,-
2001,07.06,18:30,한화2vs1두산,,,잠실,-
2001,07.07,14:50,롯데3vs9KIA,,,무등,-
2001,07.07,18:30,현대4vs2삼성,,,시민,-
2001,07.07,18:30,LG4vs3SK,,,인천,-
2001,07.07,18:30,한화12vs1두산,,,잠실,-
2001,07.08,14:00,롯데13vs6KIA,,,무등,-
2001,07.08,17:50,롯데5vs4KIA,,,무등,-
2001,07.08,18:20,현대4vs2삼성,,,시민,-
2001,07.08,18:30,LG7vs0SK,,,인천,-
2001,07.08,18:30,한화6vs11두산,,,잠실,-
2001,07.10,18:30,LG1vs1한화,,,대전,-
2001,07.11,15:00,KIA2vs2두산,,,잠실,-
2001,07.11,18:20,KIA6vs1두산,,,잠실,-
2001,07.11,18:30,삼성10vs1SK,,,인천,-
2001,07.11,18:30,롯데2vs4현대,,,수원,-
2001,07.11,18:30,LG4vs4한화,,,대전,-
2001,07.12,18:30,삼성2vs5SK,,,인천,-
2001,07.12,18:30,KIA3vs1두산,,,잠실,-
2001,07.12,18:30,롯데5vs2현대,,,수원,-
2001,07.13,18:30,한화8vs2KIA,,,무등,-
2001,07.13,18:30,SK4vs2롯데,,,사직,-
2001,07.14,18:30,SK2vs0롯데,,,사직,-
2001,07.15,18:30,SK6vs12롯데,,,사직,-
2001,07.21,14:00,현대3vs2KIA,,,무등,-
2001,07.21,18:30,롯데4vs7삼성,,,시민,-
2001,07.22,18:20,롯데3vs4삼성,,,시민,-
2001,07.22,18:30,현대2vs1KIA,,,무등,-
2001,07.23,18:30,한화3vs4SK,,,인천,-
2001,07.23,18:30,두산2vs1LG,,,잠실,-
2001,07.24,18:30,SK3vs5두산,,,잠실,-
2001,07.24,18:30,KIA4vs7롯데,,,사직,-
2001,07.24,18:30,LG6vs9현대,,,수원,-
2001,07.24,18:30,삼성3vs2한화,,,대전,-
2001,07.25,18:30,KIA2vs0롯데,,,사직,-
2001,07.25,18:30,LG11vs8현대,,,수원,-
2001,07.25,19:30,SK10vs8두산,,,잠실,-
2001,07.26,18:30,KIA7vs7롯데,,,사직,-
2001,07.26,18:30,LG6vs4현대,,,수원,-
2001,07.26,18:30,삼성13vs5한화,,,대전,-
2001,07.27,18:30,한화7vs4LG,,,잠실,-
2001,07.27,18:30,두산3vs7롯데,,,사직,-
2001,07.27,18:30,SK3vs7현대,,,수원,-
2001,07.28,14:00,두산5vs11롯데,,,사직,-
2001,07.28,18:20,SK3vs7현대,,,수원,-
2001,07.28,18:30,삼성8vs7KIA,,,무등,-
2001,07.28,18:30,한화3vs5LG,,,잠실,-
2001,07.29,18:30,삼성8vs6KIA,,,무등,-
2001,07.29,18:30,두산8vs2롯데,,,사직,-
2001,07.31,18:30,두산4vs7삼성,,,시민,-
2001,08.01,18:00,두산3vs4삼성,,,시민,-
2001,08.02,18:30,KIA2vs6SK,,,인천,-
2001,08.02,18:30,롯데3vs1LG,,,잠실,-
2001,08.02,18:30,현대2vs9한화,,,대전,-
2001,08.04,18:30,LG2vs3SK,,,인천,-
2001,08.04,18:30,한화4vs1두산,,,잠실,-
2001,08.04,18:30,KIA0vs2롯데,,,사직,-
2001,08.04,18:30,삼성2vs7현대,,,수원,-
2001,08.05,18:30,LG2vs2SK,,,인천,-
2001,08.05,18:30,한화1vs6두산,,,잠실,-
2001,08.05,18:30,KIA3vs2롯데,,,사직,-
2001,08.05,18:30,삼성8vs4현대,,,수원,-
2001,08.07,18:30,SK4vs7KIA,,,무등,-
2001,08.08,18:30,한화3vs1롯데,,,마산,-
2001,08.08,18:30,SK8vs7KIA,,,무등,-
2001,08.08,18:30,현대5vs6두산,,,잠실,-
2001,08.09,18:30,한화11vs5롯데,,,마산,-
2001,08.09,18:30,LG4vs8삼성,,,시민,-
2001,08.09,18:30,SK2vs3KIA,,,무등,-
2001,08.09,18:30,현대2vs3두산,,,잠실,-
2001,08.10,18:30,SK1vs3삼성,,,시민,-
2001,08.10,18:30,KIA3vs6LG,,,잠실,-
2001,08.10,18:30,롯데7vs4현대,,,수원,-
2001,08.10,18:30,두산11vs4한화,,,대전,-
2001,08.11,18:30,SK2vs6삼성,,,시민,-
2001,08.11,18:30,KIA6vs18LG,,,잠실,-
2001,08.11,18:30,롯데3vs5현대,,,수원,-
2001,08.11,18:30,두산1vs4한화,,,대전,-
2001,08.12,18:30,SK4vs1삼성,,,시민,-
2001,08.12,18:30,KIA7vs0LG,,,잠실,-
2001,08.12,18:30,롯데6vs4현대,,,수원,-
2001,08.12,18:30,두산2vs4한화,,,대전,-
2001,08.14,18:30,현대4vs3SK,,,인천,-
2001,08.14,18:30,삼성9vs7두산,,,잠실,-
2001,08.14,18:30,LG0vs2롯데,,,사직,-
2001,08.15,18:30,현대2vs3SK,,,인천,-
2001,08.15,18:30,LG4vs5롯데,,,사직,-
2001,08.15,18:30,KIA7vs6한화,,,대전,-
2001,08.16,18:30,삼성3vs4두산,,,잠실,-
2001,08.16,18:30,LG9vs3롯데,,,사직,-
2001,08.16,18:30,KIA11vs2한화,,,대전,-
2001,08.17,18:30,한화3vs8삼성,,,시민,-
2001,08.17,18:30,롯데7vs2KIA,,,무등,-
2001,08.17,18:30,두산2vs0SK,,,인천,-
2001,08.18,18:30,한화3vs11삼성,,,시민,-
2001,08.18,18:30,롯데12vs11KIA,,,무등,-
2001,08.18,18:30,두산13vs8SK,,,인천,-
2001,08.18,18:30,현대2vs1LG,,,잠실,-
2001,08.19,18:30,한화6vs7삼성,,,시민,-
2001,08.19,18:30,롯데9vs2KIA,,,무등,-
2001,08.19,18:30,두산2vs4SK,,,인천,-
2001,08.19,18:30,현대2vs6LG,,,잠실,-
2001,08.21,18:30,삼성6vs2KIA,,,무등,-
2001,08.21,18:30,LG6vs5두산,,,잠실,-
2001,08.21,18:30,SK6vs1롯데,,,사직,-
2001,08.21,18:30,한화8vs7현대,,,수원,-
2001,08.22,18:30,삼성8vs3KIA,,,무등,-
2001,08.22,18:30,LG2vs10두산,,,잠실,-
2001,08.22,18:30,SK6vs5롯데,,,사직,-
2001,08.22,18:30,한화4vs8현대,,,수원,-
2001,08.23,18:30,LG3vs6두산,,,잠실,-
2001,08.23,18:30,SK4vs5롯데,,,사직,-
2001,08.24,18:30,KIA6vs1현대,,,수원,-
2001,08.25,18:30,삼성5vs4SK,,,인천,-
2001,08.25,18:30,롯데7vs11두산,,,잠실,-
2001,08.25,18:30,KIA8vs10현대,,,수원,-
2001,08.25,18:30,LG3vs4한화,,,대전,-
2001,08.26,14:00,LG6vs4한화,,,대전,-
2001,08.26,18:20,삼성8vs9SK,,,인천,-
2001,08.26,18:30,롯데9vs5두산,,,잠실,-
2001,08.26,18:30,KIA0vs4현대,,,수원,-
2001,08.28,18:30,롯데16vs4삼성,,,시민,-
2001,08.28,18:30,현대4vs12LG,,,잠실,-
2001,08.28,18:30,SK5vs8한화,,,대전,-
2001,08.29,18:30,롯데11vs3삼성,,,시민,-
2001,08.29,18:30,두산7vs2KIA,,,무등,-
2001,08.29,18:30,현대4vs9LG,,,잠실,-
2001,08.29,18:30,SK2vs4한화,,,대전,-
2001,08.30,18:30,두산7vs9KIA,,,무등,-
2001,08.30,18:30,SK4vs1한화,,,대전,-
2001,09.01,14:00,LG5vs7KIA,,,무등,-
2001,09.01,17:00,SK2vs3두산,,,잠실,-
2001,09.01,17:00,한화2vs5롯데,,,사직,-
2001,09.01,17:00,삼성6vs0현대,,,수원,-
2001,09.02,14:00,LG4vs5KIA,,,무등,-
2001,09.02,14:00,SK4vs3두산,,,잠실,-
2001,09.02,14:00,한화10vs4롯데,,,사직,-
2001,09.02,14:00,삼성4vs9현대,,,수원,-
2001,09.04,18:30,KIA5vs2SK,,,인천,-
2001,09.04,18:30,두산6vs11삼성,,,시민,-
2001,09.04,18:30,롯데0vs1LG,,,잠실,-
2001,09.04,18:30,한화2vs8현대,,,수원,-
2001,09.05,18:20,한화4vs1현대,,,수원,-
2001,09.05,18:30,KIA7vs2SK,,,인천,-
2001,09.05,18:30,두산4vs2삼성,,,시민,-
2001,09.05,18:30,롯데9vs1LG,,,잠실,-
2001,09.06,18:30,KIA5vs1SK,,,인천,-
2001,09.06,18:30,롯데1vs7LG,,,잠실,-
2001,09.07,18:30,두산13vs2KIA,,,무등,-
2001,09.07,18:30,삼성4vs3LG,,,잠실,-
2001,09.07,18:30,현대6vs7롯데,,,사직,-
2001,09.08,14:00,삼성5vs3LG,,,잠실,-
2001,09.08,15:00,두산9vs17KIA,,,무등,-
2001,09.08,17:00,현대4vs9롯데,,,사직,-
2001,09.08,17:00,SK6vs9한화,,,대전,-
2001,09.08,18:20,두산15vs9KIA,,,무등,-
2001,09.08,18:20,삼성2vs7LG,,,잠실,-
2001,09.09,14:00,두산6vs7KIA,,,무등,-
2001,09.09,14:00,삼성6vs10LG,,,잠실,-
2001,09.10,18:30,현대8vs5롯데,,,사직,-
2001,09.10,18:30,SK4vs3한화,,,대전,-
2001,09.11,18:20,LG5vs10현대,,,수원,-
2001,09.11,18:30,KIA1vs10삼성,,,시민,-
2001,09.11,18:30,롯데6vs2SK,,,인천,-
2001,09.11,18:30,한화3vs4두산,,,잠실,-
2001,09.12,15:00,KIA6vs11삼성,,,시민,-
2001,09.12,18:20,KIA3vs4삼성,,,시민,-
2001,09.12,18:30,롯데4vs8SK,,,인천,-
2001,09.12,18:30,한화7vs0두산,,,잠실,-
2001,09.12,18:30,LG5vs2현대,,,수원,-
2001,09.13,18:30,KIA9vs7삼성,,,시민,-
2001,09.13,18:30,롯데0vs5SK,,,인천,-
2001,09.13,18:30,LG3vs3현대,,,수원,-
2001,09.14,18:30,두산1vs3LG,,,잠실,-
2001,09.14,18:30,롯데4vs1한화,,,대전,-
2001,09.15,14:00,롯데2vs4한화,,,대전,-
2001,09.15,14:00,현대9vs2KIA,,,무등,-
2001,09.15,14:00,SK4vs12삼성,,,시민,-
2001,09.15,14:00,두산5vs2LG,,,잠실,-
2001,09.15,16:50,SK7vs2삼성,,,시민,-
2001,09.15,17:00,현대6vs3KIA,,,무등,-
2001,09.15,17:50,두산12vs5LG,,,잠실,-
2001,09.16,14:00,현대2vs6KIA,,,무등,-
2001,09.16,14:00,SK4vs2삼성,,,시민,-
2001,09.16,14:00,두산2vs1LG,,,잠실,-
2001,09.16,14:00,롯데4vs6한화,,,대전,-
2001,09.18,18:30,삼성3vs4롯데,,,마산,-
2001,09.18,18:30,SK5vs6LG,,,잠실,-
2001,09.18,18:30,두산6vs3현대,,,수원,-
2001,09.18,18:30,KIA14vs6한화,,,대전,-
2001,09.19,15:00,두산7vs15현대,,,수원,-
2001,09.19,18:30,두산9vs7현대,,,수원,-
2001,09.19,18:30,삼성2vs6롯데,,,마산,-
