PITCHER_STATS_ID,TEAM_ID,PITCHER_STATS_YEAR,PLAYER_NAME,PITCHER_STATS_ERA,PITCHER_STATS_G,PITCHER_STATS_W,PITCHER_STATS_L,PITCHER_STATS_SV,PITCHER_STATS_HLD,PITCHER_STATS_WPCT,PITCHER_STATS_IP,PITCHER_STATS_H,PITCHER_STATS_HR,PITCHER_STATS_BB,PITCHER_STATS_HBP,PITCHER_STATS_SO,PITCHER_STATS_R,PITCHER_STATS_ER,PITCHER_STATS_WHIP
219,9,2013,바티스타,4.20 ,29,7,7,0,0,0.500 ,143 2/3,141,9,70,13,150,77,67,1.47 
220,14,2013,강윤구,4.36 ,41,6,6,0,7,0.500 ,130,112,6,75,8,131,69,63,1.44 
221,3,2013,장원삼,4.38 ,27,13,10,1,0,0.565 ,154,165,21,42,9,104,85,75,1.34 
222,14,2013,나이트,4.43 ,30,12,10,0,0,0.545 ,172 2/3,192,10,79,14,129,96,85,1.57 
223,13,2013,김광현,4.47 ,25,10,9,0,0,0.526 ,133,128,12,68,4,102,72,66,1.47 
224,3,2013,배영수,4.71 ,27,14,4,0,0,0.778 ,151,193,9,38,14,101,83,79,1.53 
225,13,2013,레이예스,4.84 ,30,8,13,0,0,0.381 ,173,157,15,91,7,135,99,93,1.43 
226,9,2013,김혁민,5.40 ,42,5,10,0,11,0.333 ,146 2/3,142,25,60,12,96,93,88,1.38 
227,4,2013,소사,5.47 ,29,9,9,0,1,0.500 ,164 2/3,196,11,68,9,143,111,100,1.60 
228,9,2013,이브랜드,5.54 ,32,6,14,0,0,0.300 ,172 1/3,190,7,65,10,129,110,106,1.48 
229,3,2014,밴덴헐크,3.18 ,25,13,4,0,0,0.765 ,152 2/3,125,15,45,5,180,54,54,1.11 
230,13,2014,김광현,3.42 ,28,13,9,0,0,0.591 ,173 2/3,178,10,81,3,145,77,66,1.49 
231,14,2014,밴헤켄,3.51 ,31,20,6,0,0,0.769 ,187,193,9,53,3,178,81,73,1.32 
232,1,2014,찰리,3.81 ,28,12,8,0,0,0.600 ,165 1/3,184,13,55,9,92,90,70,1.45 
233,6,2014,니퍼트,3.81 ,30,14,7,0,1,0.667 ,179 1/3,186,17,48,6,158,83,76,1.30 
234,5,2014,리오단,3.96 ,28,9,10,0,0,0.474 ,168,177,13,37,10,77,80,74,1.27 
235,1,2014,해커,4.01 ,30,8,8,0,0,0.500 ,172 2/3,169,14,62,14,112,86,77,1.34 
236,5,2014,우규민,4.04 ,29,11,5,0,0,0.688 ,153 2/3,170,11,34,12,103,78,69,1.33 
237,3,2014,장원삼,4.11 ,24,11,5,0,0,0.688 ,129 1/3,149,16,37,5,63,70,59,1.44 
238,2,2014,옥스프링,4.20 ,32,10,8,0,0,0.556 ,184 1/3,184,20,63,5,130,93,86,1.34 
239,1,2014,이재학,4.21 ,29,10,9,0,0,0.526 ,156,152,16,68,8,131,77,73,1.41 
240,4,2014,양현종,4.25 ,29,16,8,0,0,0.667 ,171 1/3,162,12,77,4,165,85,81,1.39 
241,3,2014,윤성환,4.39 ,28,12,7,0,0,0.632 ,170 1/3,196,18,37,8,133,87,83,1.37 
242,6,2014,유희관,4.42 ,30,12,9,0,0,0.571 ,177 1/3,202,21,51,8,112,98,87,1.43 
243,2,2014,장원준,4.59 ,27,10,9,0,0,0.526 ,155,160,15,67,3,107,87,79,1.46 
244,3,2014,마틴,4.78 ,23,9,6,0,0,0.600 ,128,148,10,31,7,84,69,68,1.40 
245,5,2014,류제국,5.12 ,27,9,7,0,0,0.563 ,147 2/3,146,13,58,13,128,100,84,1.38 
246,9,2014,이태양,5.29 ,30,7,10,0,0,0.412 ,153,183,27,41,7,96,100,90,1.46 
247,3,2014,배영수,5.45 ,25,8,6,0,0,0.571 ,133 2/3,171,14,39,5,111,87,81,1.57 
248,9,2014,앨버스,5.89 ,28,6,13,0,0,0.316 ,151 1/3,200,18,40,4,107,108,99,1.59 
249,2,2014,유먼,5.93 ,28,12,10,0,0,0.545 ,151 2/3,196,20,63,3,84,109,100,1.71 
250,4,2014,임준섭,6.06 ,29,5,11,0,0,0.313 ,130 2/3,157,15,67,6,54,95,88,1.71 
251,13,2014,채병용,6.37 ,27,8,12,0,0,0.400 ,130,151,27,49,8,87,94,92,1.54 
252,4,2015,양현종,2.44 ,32,15,6,0,1,0.714 ,184 1/3,150,18,78,7,157,52,50,1.24 
253,1,2015,해커,3.13 ,31,19,5,0,0,0.792 ,204,174,14,36,25,164,81,71,1.03 
254,3,2015,피가로,3.38 ,25,13,7,0,0,0.650 ,165,154,16,51,7,117,66,62,1.24 
255,5,2015,우규민,3.42 ,25,11,9,0,0,0.550 ,152 2/3,163,13,17,12,119,64,58,1.18 
256,2,2015,린드블럼,3.56 ,32,13,11,0,0,0.542 ,210,196,28,52,12,180,86,83,1.18 
257,14,2015,밴헤켄,3.62 ,32,15,8,0,0,0.652 ,196 2/3,190,14,67,1,193,92,79,1.31 
258,13,2015,김광현,3.72 ,30,14,6,0,1,0.700 ,176 2/3,173,19,66,3,160,86,73,1.35 
259,3,2015,윤성환,3.76 ,30,17,8,0,0,0.680 ,194,199,27,30,10,164,86,81,1.18 
260,2,2015,레일리,3.91 ,31,11,9,0,0,0.550 ,179 1/3,182,20,57,15,134,93,78,1.33 
261,6,2015,유희관,3.94 ,30,18,5,0,0,0.783 ,189 2/3,193,23,44,4,126,84,83,1.25 
262,5,2015,소사,4.03 ,32,10,12,0,1,0.455 ,194 1/3,199,16,36,5,177,102,87,1.21 
263,6,2015,장원준,4.08 ,30,12,12,0,0,0.500 ,169 2/3,182,13,68,14,128,86,77,1.47 
264,13,2015,켈리,4.13 ,30,11,10,0,0,0.524 ,181,188,16,54,5,139,87,83,1.34 
265,7,2015,옥스프링,4.48 ,31,12,10,0,0,0.545 ,185,200,23,66,10,142,104,92,1.44 
266,14,2015,피어밴드,4.67 ,30,13,11,0,0,0.542 ,177 1/3,202,23,61,12,137,101,92,1.48 
267,9,2015,탈보트,4.72 ,30,10,11,0,0,0.476 ,156 1/3,153,11,85,13,120,93,82,1.52 
268,3,2015,차우찬,4.79 ,31,13,7,0,1,0.650 ,173,160,28,74,5,194,98,92,1.35 
269,5,2015,루카스,4.93 ,33,10,11,0,1,0.476 ,171 2/3,175,11,108,14,151,103,94,1.65 
270,4,2015,스틴슨,4.96 ,32,11,10,0,0,0.524 ,167,190,15,64,14,93,100,92,1.52 
271,3,2015,클로이드,5.19 ,28,11,11,0,0,0.500 ,159 2/3,190,24,38,12,123,103,92,1.43 
272,6,2016,니퍼트,2.95 ,28,22,3,0,0,0.880 ,167 2/3,151,15,57,9,142,61,55,1.24 
273,6,2016,장원준,3.32 ,27,15,6,0,0,0.714 ,168,161,14,76,9,137,66,62,1.41 
274,4,2016,헥터,3.40 ,31,15,5,0,0,0.750 ,206 2/3,211,7,51,6,139,88,78,1.27 
275,13,2016,켈리,3.68 ,31,9,8,0,0,0.529 ,200 1/3,205,15,60,7,152,91,82,1.32 
276,4,2016,양현종,3.68 ,31,10,12,0,0,0.455 ,200 1/3,191,19,77,2,146,96,82,1.34 
277,6,2016,보우덴,3.80 ,30,18,7,0,0,0.720 ,180,159,17,54,6,160,83,76,1.18 
278,14,2016,신재영,3.90 ,30,15,7,0,0,0.682 ,168 2/3,192,19,21,11,99,76,73,1.26 
279,5,2016,류제국,4.30 ,29,13,11,0,0,0.542 ,161 1/3,152,14,70,21,138,83,77,1.38 
280,2,2016,레일리,4.34 ,31,8,10,0,0,0.444 ,184 2/3,207,21,51,17,147,105,89,1.40 
281,3,2016,윤성환,4.35 ,28,11,10,0,0,0.524 ,180,202,25,41,13,85,95,87,1.35 
282,6,2016,유희관,4.41 ,30,15,6,0,0,0.714 ,185 2/3,212,22,58,6,102,95,91,1.45 
283,7,2016,피어밴드,4.45 ,31,7,13,0,0,0.350 ,182,231,23,48,10,144,97,90,1.53 
284,1,2016,스튜어트,4.56 ,27,12,8,0,0,0.600 ,150,160,11,55,8,118,79,76,1.43 
285,3,2016,차우찬,4.73 ,24,12,6,0,0,0.667 ,152 1/3,168,16,65,8,120,87,80,1.53 
286,5,2016,소사,5.16 ,33,10,9,0,0,0.526 ,199,258,12,38,9,107,121,114,1.49 
287,4,2016,지크,5.27 ,30,10,13,0,0,0.435 ,152,188,16,68,5,125,104,89,1.68 
288,2,2016,린드블럼,5.28 ,30,10,13,0,0,0.435 ,177 1/3,197,28,77,9,148,109,104,1.55 
289,7,2017,피어밴드,3.04 ,26,8,10,0,0,0.444 ,160,153,20,31,7,132,67,54,1.15 
290,6,2017,장원준,3.14 ,29,14,9,0,0,0.609 ,180 1/3,172,12,51,14,125,70,63,1.24 
291,1,2017,해커,3.42 ,26,12,7,0,0,0.632 ,160 1/3,159,14,29,14,97,64,61,1.17 
292,5,2017,차우찬,3.43 ,28,10,7,0,0,0.588 ,175 2/3,171,20,38,7,157,75,67,1.19 
293,4,2017,양현종,3.44 ,31,20,6,0,0,0.769 ,193 1/3,209,17,45,0,158,88,74,1.31 
294,4,2017,헥터,3.48 ,30,20,5,0,0,0.800 ,201 2/3,221,21,45,5,149,83,78,1.32 
295,13,2017,켈리,3.60 ,30,16,7,0,0,0.696 ,190,204,16,45,11,189,85,76,1.31 
296,2,2017,박세웅,3.68 ,28,12,6,0,0,0.667 ,171 1/3,170,21,56,9,117,74,70,1.32 
297,2,2017,레일리,3.80 ,30,13,7,0,0,0.650 ,187 1/3,199,19,44,17,156,87,79,1.30 
298,5,2017,소사,3.88 ,30,11,11,1,0,0.500 ,185 1/3,189,11,38,3,153,86,80,1.22 
299,6,2017,니퍼트,4.06 ,30,14,8,0,0,0.636 ,179 2/3,175,20,77,10,161,88,81,1.40 
300,13,2017,박종훈,4.10 ,29,12,7,0,1,0.632 ,151 1/3,145,16,61,25,107,74,69,1.36 
301,4,2017,팻딘,4.14 ,30,9,7,0,0,0.563 ,176,211,22,39,16,143,86,81,1.42 
302,3,2017,윤성환,4.28 ,28,12,9,0,0,0.571 ,174 1/3,181,22,37,15,130,86,83,1.25 
303,14,2017,브리검,4.38 ,24,10,6,0,0,0.625 ,144,166,17,26,13,98,77,70,1.33 
304,14,2017,최원태,4.46 ,25,11,7,0,0,0.611 ,149 1/3,161,19,34,12,126,76,74,1.31 
305,6,2017,유희관,4.53 ,30,11,6,0,1,0.647 ,188 2/3,228,20,41,10,106,104,95,1.43 
306,7,2017,로치,4.69 ,28,4,15,0,0,0.211 ,165,200,18,60,13,99,106,86,1.58 
307,13,2017,문승원,5.33 ,29,6,12,0,0,0.333 ,155 1/3,181,25,54,11,86,98,92,1.51 
308,6,2018,린드블럼,2.88 ,26,15,4,0,0,0.789 ,168 2/3,142,16,38,8,157,56,54,1.07 
309,5,2018,윌슨,3.07 ,26,9,4,0,0,0.692 ,170,158,11,35,6,149,63,58,1.14 
310,5,2018,소사,3.52 ,27,9,9,0,0,0.500 ,181 1/3,192,16,28,4,181,83,71,1.21 
311,6,2018,이용찬,3.63 ,25,15,3,0,0,0.833 ,144,151,14,36,8,102,62,58,1.30 
312,6,2018,후랭코프,3.74 ,28,18,3,0,0,0.857 ,149 1/3,118,12,55,22,134,64,62,1.16 
313,14,2018,브리검,3.84 ,31,11,7,0,1,0.611 ,199,188,19,50,19,175,89,85,1.20 
314,13,2018,켈리,4.09 ,28,12,7,0,0,0.632 ,158 1/3,152,18,47,13,161,78,72,1.26 
315,4,2018,양현종,4.15 ,29,13,11,0,0,0.542 ,184 1/3,199,21,43,2,152,88,85,1.31 
316,13,2018,박종훈,4.18 ,30,14,8,0,0,0.636 ,159 1/3,158,16,54,20,133,81,74,1.33 
317,7,2018,니퍼트,4.25 ,29,8,8,0,0,0.500 ,175 2/3,209,26,39,9,165,88,83,1.41 
318,7,2018,피어밴드,4.30 ,27,8,8,0,0,0.500 ,163 1/3,186,24,38,6,141,90,78,1.37 
319,13,2018,문승원,4.60 ,31,8,9,1,1,0.471 ,150 2/3,180,24,37,4,122,86,77,1.44 
320,4,2018,헥터,4.60 ,29,11,10,0,0,0.524 ,174,209,25,36,4,137,102,89,1.41 
321,9,2018,샘슨,4.68 ,30,13,8,0,0,0.619 ,161 2/3,144,17,79,5,195,91,84,1.38 
322,2,2018,레일리,4.74 ,30,11,13,0,0,0.458 ,178 1/3,180,24,54,18,178,106,94,1.31 
323,1,2018,이재학,4.79 ,29,5,13,0,0,0.278 ,152 1/3,157,13,49,10,116,87,81,1.35 
324,14,2018,한현희,4.79 ,30,11,7,0,0,0.611 ,169,208,22,49,20,105,98,90,1.52 
325,13,2018,산체스,4.89 ,29,8,8,0,1,0.500 ,145 1/3,161,26,39,7,124,90,79,1.38 
326,3,2018,아델만,5.05 ,31,8,12,0,0,0.400 ,171,202,20,54,11,137,101,96,1.50 
327,1,2018,베렛,5.28 ,29,6,10,0,0,0.375 ,155,178,24,59,9,144,94,91,1.53 
328,3,2018,보니야,5.30 ,29,7,10,0,0,0.412 ,168,193,23,63,12,151,111,99,1.52 
329,7,2018,금민철,5.41 ,29,8,12,0,0,0.400 ,156 1/3,212,19,68,7,79,104,94,1.79 
330,5,2018,임찬규,5.77 ,29,11,11,1,0,0.500 ,146 2/3,195,23,47,13,125,104,94,1.65 
331,5,2018,차우찬,6.09 ,29,12,10,0,0,0.545 ,170,177,27,79,10,136,119,115,1.51 
332,2,2018,김원중,6.94 ,30,8,7,0,0,0.533 ,145 1/3,173,28,77,11,137,115,112,1.72 
333,4,2019,양현종,2.29 ,29,16,8,0,0,0.667 ,184 2/3,165,6,33,2,163,56,47,1.07 
334,6,2019,린드블럼,2.50 ,30,20,3,0,0,0.870 ,194 2/3,165,13,29,6,189,57,54,1.00 
335,13,2019,김광현,2.51 ,31,17,6,0,0,0.739 ,190 1/3,198,13,38,2,180,64,53,1.24 
336,5,2019,켈리,2.55 ,29,14,12,0,0,0.538 ,180 1/3,164,7,41,16,126,70,51,1.14 
337,13,2019,산체스,2.62 ,28,17,5,0,0,0.773 ,165,151,2,42,2,148,51,48,1.17 
338,5,2019,윌슨,2.92 ,30,14,7,0,0,0.667 ,185,171,7,44,10,137,77,60,1.16 
339,10,2019,브리검,2.96 ,28,13,5,0,0,0.722 ,158 1/3,148,5,46,12,130,62,52,1.23 
340,1,2019,루친스키,3.05 ,30,9,9,0,0,0.500 ,177 1/3,164,13,45,11,119,68,60,1.18 
341,10,2019,요키시,3.13 ,30,13,9,0,0,0.591 ,181 1/3,166,9,39,11,141,72,63,1.13 
342,6,2019,유희관,3.25 ,28,11,8,0,0,0.579 ,166 1/3,171,8,42,3,64,67,60,1.28 
343,10,2019,최원태,3.38 ,27,11,5,0,0,0.688 ,157 1/3,165,5,36,5,105,68,59,1.28 
344,9,2019,채드벨,3.50 ,29,11,10,0,0,0.524 ,177 1/3,169,14,63,10,134,73,69,1.31 
345,9,2019,서폴드,3.51 ,31,12,11,0,0,0.522 ,192 1/3,191,8,54,8,135,84,75,1.27 
346,7,2019,쿠에바스,3.62 ,30,13,10,0,0,0.565 ,184,153,18,63,12,135,80,74,1.17 
347,6,2019,이영하,3.64 ,29,17,4,0,0,0.810 ,163 1/3,148,5,61,10,90,70,66,1.28 
348,13,2019,문승원,3.88 ,26,11,7,0,2,0.611 ,144,130,23,33,3,99,63,62,1.13 
349,13,2019,박종훈,3.88 ,28,8,11,0,0,0.421 ,144,157,12,59,13,100,72,62,1.50 
350,2,2019,레일리,3.88 ,30,5,14,0,0,0.263 ,181,191,10,65,8,140,88,78,1.41 
351,7,2019,알칸타라,4.01 ,27,11,11,0,0,0.500 ,172 2/3,189,15,27,8,100,80,77,1.25 
352,6,2019,이용찬,4.07 ,26,7,10,0,0,0.412 ,148 1/3,168,15,45,6,102,75,67,1.44 
353,5,2019,차우찬,4.12 ,29,13,8,0,0,0.619 ,168 1/3,181,16,59,5,124,87,77,1.43 
354,3,2019,백정현,4.24 ,28,8,10,0,0,0.444 ,157,158,17,56,6,82,85,74,1.36 
355,2,2019,다익손,4.34 ,29,6,10,0,0,0.375 ,149 1/3,164,15,40,6,117,81,72,1.37 
356,4,2019,윌랜드,4.75 ,28,8,10,0,0,0.444 ,165,191,17,59,5,137,95,87,1.52 
357,3,2019,윤성환,4.77 ,27,8,13,0,0,0.381 ,145 1/3,168,14,50,7,65,87,77,1.50 
358,7,2019,김민,4.96 ,27,6,12,0,0,0.333 ,150 2/3,175,16,65,4,91,88,83,1.59 
359,4,2019,터너,5.46 ,28,7,13,0,0,0.350 ,153 1/3,179,12,58,17,121,107,93,1.55 
360,10,2020,요키시,2.14 ,27,12,7,0,0,0.632 ,159 2/3,144,6,25,6,115,53,38,1.06 
361,2,2020,스트레일리,2.50 ,31,15,4,0,0,0.789 ,194 2/3,148,10,51,7,205,61,54,1.02 
362,4,2020,브룩스,2.50 ,23,11,4,0,0,0.733 ,151 1/3,131,4,24,3,130,43,42,1.02 
363,6,2020,알칸타라,2.54 ,31,20,2,0,0,0.909 ,198 2/3,174,12,30,9,182,58,56,1.03 
364,1,2020,루친스키,3.05 ,30,19,5,0,0,0.792 ,183,173,14,57,11,167,67,62,1.26 
365,5,2020,켈리,3.32 ,28,15,7,0,0,0.682 ,173 1/3,160,16,40,11,134,67,64,1.15 
366,3,2020,뷰캐넌,3.45 ,27,15,7,0,0,0.682 ,174 2/3,172,16,50,7,121,71,67,1.27 
367,3,2020,최채흥,3.58 ,26,11,6,0,0,0.647 ,146,131,12,51,7,123,67,58,1.25 
368,13,2020,문승원,3.65 ,25,6,8,0,0,0.429 ,145 2/3,136,13,45,6,117,64,59,1.24 
369,5,2020,임찬규,4.08 ,27,10,9,0,0,0.526 ,147 2/3,143,14,65,5,138,76,67,1.41 
370,7,2020,쿠에바스,4.10 ,27,10,8,0,0,0.556 ,158,152,16,46,9,110,80,72,1.25 
371,7,2020,데스파이네,4.33 ,35,15,8,0,0,0.652 ,207 2/3,233,18,68,8,152,105,100,1.45 
372,4,2020,가뇽,4.34 ,28,11,8,0,0,0.579 ,159 2/3,162,7,64,9,141,86,77,1.42 
373,5,2020,윌슨,4.42 ,25,10,8,0,0,0.556 ,144 2/3,161,13,39,8,109,81,71,1.38 
374,1,2020,라이트,4.68 ,29,11,9,0,0,0.550 ,157 2/3,164,12,63,10,125,87,82,1.44 
375,4,2020,양현종,4.70 ,31,11,10,0,0,0.524 ,172 1/3,180,13,64,5,149,99,90,1.42 
376,2,2020,박세웅,4.70 ,28,8,10,0,0,0.444 ,147 1/3,177,20,47,8,108,85,77,1.52 
377,13,2020,박종훈,4.81 ,29,13,11,0,0,0.542 ,157 1/3,146,14,78,22,134,90,84,1.42 
378,9,2020,서폴드,4.91 ,28,10,13,0,0,0.435 ,165,203,19,42,13,97,107,90,1.48 
379,13,2020,핀토,6.17 ,30,6,15,0,0,0.286 ,162,198,19,90,11,112,121,111,1.78 
380,6,2021,미란다,2.33 ,28,14,5,0,0,0.737 ,173 2/3,135,11,63,1,225,49,45,1.14 
381,3,2021,백정현,2.63 ,27,14,5,0,0,0.737 ,157 2/3,142,15,54,2,109,54,46,1.24 
382,7,2021,고영표,2.92 ,26,11,6,0,1,0.647 ,166 2/3,147,9,27,14,130,59,54,1.04 
383,10,2021,요키시,2.93 ,31,16,9,0,0,0.640 ,181 1/3,171,12,46,4,131,71,59,1.20 
384,3,2021,원태인,3.06 ,26,14,7,0,0,0.667 ,158 2/3,147,11,51,5,129,59,54,1.25 
385,3,2021,뷰캐넌,3.10 ,30,16,5,0,0,0.762 ,177,173,13,59,2,162,71,61,1.31 
386,5,2021,켈리,3.15 ,30,13,8,0,0,0.619 ,177,160,12,60,11,142,64,62,1.24 
387,1,2021,루친스키,3.17 ,30,15,10,0,0,0.600 ,178 2/3,160,12,55,10,177,76,63,1.20 
388,9,2021,킹험,3.19 ,25,10,8,0,0,0.556 ,144,117,11,41,5,131,58,51,1.10 
389,6,2021,최원준,3.30 ,29,12,4,0,0,0.750 ,158 1/3,160,15,37,10,113,65,58,1.24 
390,7,2021,데스파이네,3.39 ,33,13,10,0,0,0.565 ,188 2/3,175,10,78,7,165,81,71,1.34 
391,8,2021,폰트,3.46 ,25,8,5,0,0,0.615 ,145 2/3,114,12,45,6,157,66,56,1.09 
392,9,2021,카펜터,3.97 ,31,5,12,0,0,0.294 ,170,150,16,72,19,179,90,75,1.31 
393,2,2021,박세웅,3.98 ,28,10,9,0,0,0.526 ,163,141,20,53,10,125,75,72,1.19 
394,9,2021,김민우,4.00 ,29,14,10,0,0,0.583 ,155 1/3,131,15,76,7,125,71,69,1.33 
395,2,2021,스트레일리,4.07 ,31,10,12,0,0,0.455 ,165 2/3,162,12,67,7,164,85,75,1.38 
396,1,2021,신민혁,4.41 ,30,9,6,0,0,0.600 ,145,155,17,44,5,107,75,71,1.37 
397,4,2021,임기영,4.88 ,28,8,8,0,0,0.500 ,153,155,15,45,11,129,85,83,1.31 
398,2,2021,프랑코,5.40 ,37,9,8,0,1,0.529 ,150,147,20,75,20,124,97,90,1.48 
399,10,2022,안우진,2.11 ,30,15,8,0,0,0.652 ,196,131,4,55,4,224,51,46,0.95 
400,8,2022,김광현,2.13 ,28,13,3,0,0,0.813 ,173 1/3,141,10,45,5,153,48,41,1.07 
401,5,2022,플럿코,2.39 ,28,15,5,0,0,0.750 ,162,125,13,38,2,149,53,43,1.01 
402,3,2022,수아레즈,2.49 ,30,6,8,0,0,0.429 ,173 2/3,151,7,50,4,159,61,48,1.16 
403,5,2022,켈리,2.54 ,27,16,4,0,0,0.800 ,166 1/3,144,10,35,2,153,50,47,1.08 
404,10,2022,요키시,2.57 ,30,10,8,0,0,0.556 ,185 1/3,169,8,33,5,154,61,53,1.09 
405,8,2022,폰트,2.69 ,28,13,6,0,0,0.684 ,184,141,18,34,6,170,63,55,0.95 
406,1,2022,루친스키,2.97 ,31,10,12,0,0,0.455 ,193 2/3,184,14,34,8,194,77,64,1.13 
407,3,2022,뷰캐넌,3.04 ,26,11,8,0,0,0.579 ,160,176,10,39,8,117,61,54,1.34 
408,7,2022,소형준,3.05 ,27,13,6,0,0,0.684 ,171 1/3,158,8,39,5,117,68,58,1.15 
409,7,2022,고영표,3.26 ,28,13,8,0,0,0.619 ,182 1/3,191,7,23,16,156,69,66,1.17 
410,6,2022,스탁,3.60 ,29,9,10,0,0,0.474 ,165,162,9,83,10,138,87,66,1.48 
411,6,2022,최원준,3.60 ,30,8,13,0,0,0.381 ,165,183,21,37,7,113,80,66,1.33 
412,2,2022,반즈,3.62 ,31,12,12,0,0,0.500 ,186 1/3,176,8,47,18,160,87,75,1.20 
413,6,2022,곽빈,3.78 ,27,8,9,0,0,0.471 ,147 2/3,143,13,60,11,138,69,62,1.37 
414,4,2022,양현종,3.85 ,30,12,7,0,0,0.632 ,175 1/3,170,14,50,3,141,86,75,1.25 
415,4,2022,이의리,3.86 ,29,10,10,0,0,0.500 ,154,128,18,74,9,161,79,66,1.31 
416,2,2022,박세웅,3.89 ,28,10,11,0,0,0.476 ,157 1/3,179,8,32,8,146,80,68,1.34 
417,3,2022,원태인,3.92 ,27,10,8,0,0,0.556 ,165 1/3,175,16,38,4,130,75,72,1.29 
418,9,2022,김민우,4.36 ,29,6,11,0,0,0.353 ,163,143,16,84,8,129,82,79,1.39 
419,8,2022,오원석,4.50 ,31,6,8,0,0,0.429 ,144,158,16,58,3,112,79,72,1.50 
420,7,2022,데스파이네,4.53 ,30,8,12,0,0,0.400 ,163,198,14,48,9,123,94,82,1.51 
421,1,2023,페디,2.00 ,30,20,6,0,0,0.769 ,180 1/3,137,9,35,4,209,46,40,0.95 
422,10,2023,안우진,2.39 ,24,9,7,0,0,0.563 ,150 2/3,121,5,38,1,164,44,40,1.06 
423,3,2023,뷰캐넌,2.54 ,30,12,8,0,0,0.600 ,188,174,4,43,6,139,71,53,1.15 
424,10,2023,후라도,2.65 ,30,11,8,0,0,0.579 ,183 2/3,164,7,41,9,147,64,54,1.12 
425,6,2023,알칸타라,2.67 ,31,13,9,0,0,0.591 ,192,171,16,35,5,162,67,57,1.07 
426,7,2023,고영표,2.78 ,28,12,7,0,0,0.632 ,174 2/3,181,7,19,9,114,57,54,1.15 
427,3,2023,원태인,3.24 ,26,7,7,0,0,0.500 ,150,157,15,34,6,102,61,54,1.27 
428,2,2023,반즈,3.28 ,30,11,10,0,0,0.524 ,170 1/3,171,6,56,15,147,68,62,1.33 
429,5,2023,임찬규,3.42 ,30,14,3,0,1,0.824 ,144 2/3,142,10,54,5,103,63,55,1.35 
430,2,2023,박세웅,3.45 ,27,9,7,0,0,0.563 ,154,145,8,59,4,129,70,59,1.32 
431,8,2023,김광현,3.53 ,30,9,8,0,0,0.529 ,168 1/3,163,11,70,2,119,75,66,1.38 
432,7,2023,벤자민,3.54 ,29,15,6,0,0,0.714 ,160,149,12,45,3,157,79,63,1.21 
433,4,2023,양현종,3.58 ,29,9,11,0,0,0.450 ,171,181,13,48,1,133,78,68,1.34 
434,9,2023,페냐,3.60 ,32,11,11,0,0,0.500 ,177 1/3,149,14,59,18,147,82,71,1.17 
435,5,2023,켈리,3.83 ,30,10,7,0,0,0.588 ,178 2/3,183,10,39,6,129,87,76,1.24 
436,5,2023,최원태,4.30 ,26,9,7,0,0,0.563 ,146 2/3,149,12,46,7,118,73,70,1.33 
437,8,2023,오원석,5.23 ,28,8,10,0,0,0.444 ,144 2/3,158,11,69,9,88,92,84,1.57 
438,4,2024,네일,2.53 ,26,12,5,0,0,0.706 ,149 1/3,154,11,35,9,138,69,42,1.27 
439,1,2024,하트,2.69 ,26,13,3,0,0,0.813 ,157,124,11,38,11,182,51,47,1.03 
440,2,2024,반즈,3.35 ,25,9,6,0,0,0.600 ,150 2/3,140,18,46,5,171,59,56,1.23 
441,10,2024,후라도,3.36 ,30,10,8,0,0,0.556 ,190 1/3,185,19,32,9,169,78,71,1.14 
442,3,2024,코너,3.43 ,28,11,6,0,0,0.647 ,160,135,21,40,19,158,67,61,1.09 
443,3,2024,원태인,3.66 ,28,15,6,0,0,0.714 ,159 2/3,150,17,42,7,119,68,65,1.20 
444,10,2024,헤이수스,3.68 ,30,13,11,0,0,0.542 ,171 1/3,171,22,44,14,178,78,70,1.25 
445,5,2024,손주영,3.79 ,28,9,10,0,1,0.474 ,144 2/3,157,11,54,10,112,71,61,1.46 
446,3,2024,레예스,3.81 ,26,11,4,0,0,0.733 ,144,159,15,30,7,114,65,61,1.31 
447,2,2024,윌커슨,3.84 ,32,12,8,0,0,0.600 ,196 2/3,210,18,27,2,167,90,84,1.21 
448,9,2024,류현진,3.87 ,28,10,8,0,0,0.556 ,158 1/3,182,12,33,3,135,78,68,1.36 
449,4,2024,양현종,4.10 ,29,11,5,0,0,0.688 ,171 1/3,174,21,41,6,129,86,78,1.25 
450,7,2024,쿠에바스,4.10 ,31,7,12,0,0,0.368 ,173 1/3,158,17,59,7,154,86,79,1.25 
451,5,2024,엔스,4.19 ,30,13,6,0,0,0.684 ,167 2/3,169,16,50,6,157,84,78,1.31 
452,6,2024,곽빈,4.24 ,30,15,9,0,0,0.625 ,167 2/3,142,11,76,6,154,83,79,1.30 
453,10,2024,하영민,4.37 ,28,9,8,0,0,0.529 ,150 1/3,168,8,58,5,101,82,73,1.50 
454,7,2024,벤자민,4.63 ,28,11,8,0,0,0.579 ,149 2/3,141,28,48,4,156,90,77,1.26 
455,2,2024,박세웅,4.78 ,30,6,11,0,0,0.353 ,173 1/3,188,13,56,11,124,103,92,1.41 
456,7,2024,엄상백,4.88 ,29,13,10,0,0,0.565 ,156 2/3,164,26,42,7,159,88,85,1.31 
457,8,2024,김광현,4.93 ,31,12,10,0,0,0.545 ,162 1/3,162,24,73,6,154,95,89,1.45 
458,8,2025,앤더슨,2.09 ,14,5,3,0,0,0.625 ,82,60,4,22,4,119,23,19,1.00 
