GAME_DATE,STADIUM,HOME_SCORE,AWAY_SCORE,IS_RAINED_OUT,HOME_TEAM_NAME,AWAY_TEAM_NAME
2005-04-26 18:30:00,잠실,3,4,N,두산,한화
2005-04-26 18:30:00,수원,6,7,N,현대,롯데
2005-04-27 18:30:00,시민,6,1,N,삼성,LG
2005-04-27 18:30:00,무등,4,5,N,KIA,SK
2005-04-27 18:30:00,잠실,4,0,N,두산,한화
2005-04-27 18:30:00,수원,2,7,N,현대,롯데
2005-04-28 18:30:00,시민,9,4,N,삼성,LG
2005-04-28 18:30:00,무등,4,8,N,KIA,SK
2005-04-28 18:30:00,잠실,3,1,N,두산,한화
2005-04-28 18:30:00,수원,4,5,N,현대,롯데
2005-04-29 18:30:00,시민,7,6,N,삼성,KIA
2005-04-29 18:30:00,잠실,7,11,N,LG,롯데
2005-04-29 18:30:00,문학,0,0,N,SK,두산
2005-04-29 18:30:00,대전,0,8,N,한화,현대
2005-04-03 18:30:00,시민,6,5,N,삼성,KIA
2005-04-03 18:30:00,잠실,4,3,N,LG,롯데
2005-04-03 18:30:00,문학,5,7,N,SK,두산
2005-04-03 18:30:00,대전,0,7,N,한화,현대
2005-05-01 14:00:00,시민,5,1,N,삼성,KIA
2005-05-01 14:00:00,잠실,0,5,N,LG,롯데
2005-05-01 14:00:00,문학,2,4,N,SK,두산
2005-05-01 14:00:00,대전,8,2,N,한화,현대
2005-05-03 18:30:00,마산,5,8,N,롯데,삼성
2005-05-03 18:30:00,잠실,6,5,N,두산,LG
2005-05-03 18:30:00,수원,4,5,N,현대,KIA
2005-05-03 18:30:00,대전,2,6,N,한화,SK
2005-05-04 18:30:00,마산,5,7,N,롯데,삼성
2005-05-04 18:30:00,잠실,6,5,N,두산,LG
2005-05-04 18:30:00,수원,8,2,N,현대,KIA
2005-05-04 18:30:00,대전,6,2,N,한화,SK
2005-05-05 14:00:00,마산,5,0,N,롯데,삼성
2005-05-05 14:00:00,잠실,4,3,N,두산,LG
2005-05-05 14:00:00,수원,10,8,N,현대,KIA
2005-05-05 14:00:00,대전,8,5,N,한화,SK
2005-05-07 18:30:00,시민,9,1,N,삼성,한화
2005-05-07 18:30:00,무등,2,4,N,KIA,롯데
2005-05-07 18:30:00,잠실,2,0,N,두산,현대
2005-05-07 18:30:00,문학,8,4,N,SK,LG
2005-05-08 14:00:00,시민,7,2,N,삼성,한화
2005-05-08 14:00:00,무등,4,5,N,KIA,롯데
2005-05-08 14:00:00,잠실,6,5,N,두산,현대
2005-05-08 14:00:00,문학,0,6,N,SK,LG
2005-05-01 18:30:00,무등,4,2,N,KIA,현대
2005-05-01 18:30:00,시민,7,2,N,삼성,두산
2005-05-01 18:30:00,잠실,7,2,N,LG,한화
2005-05-01 18:30:00,문학,2,3,N,SK,롯데
2005-05-11 18:30:00,무등,5,9,N,KIA,현대
2005-05-11 18:30:00,시민,4,5,N,삼성,두산
2005-05-11 18:30:00,잠실,9,3,N,LG,한화
2005-05-11 18:30:00,문학,9,2,N,SK,롯데
2005-05-12 18:30:00,무등,6,5,N,KIA,현대
2005-05-12 18:30:00,시민,7,2,N,삼성,두산
2005-05-12 18:30:00,잠실,7,4,N,LG,한화
2005-05-12 18:30:00,문학,1,8,N,SK,롯데
2005-05-13 18:30:00,잠실,9,2,N,LG,KIA
2005-05-13 18:30:00,사직,1,9,N,롯데,두산
2005-05-13 18:30:00,수원,3,5,N,현대,삼성
2005-05-13 18:30:00,대전,6,1,N,한화,SK
2005-05-14 18:30:00,잠실,6,2,N,LG,KIA
2005-05-14 18:30:00,사직,4,3,N,롯데,두산
2005-05-14 18:30:00,수원,7,2,N,현대,삼성
2005-05-14 18:30:00,대전,6,11,N,한화,SK
2005-05-15 14:00:00,잠실,2,9,N,LG,KIA
2005-05-15 14:00:00,사직,2,8,N,롯데,두산
2005-05-15 14:00:00,수원,5,13,N,현대,삼성
2005-05-15 14:00:00,대전,5,1,N,한화,SK
2005-05-17 18:30:00,사직,4,1,N,롯데,삼성
2005-05-18 18:30:00,잠실,4,0,N,두산,SK
2005-05-18 18:30:00,사직,2,8,N,롯데,삼성
2005-05-18 18:30:00,수원,6,11,N,현대,LG
2005-05-18 18:30:00,청주,1,1,N,한화,KIA
2005-05-19 18:30:00,잠실,2,5,N,두산,SK
2005-05-19 18:30:00,사직,1,4,N,롯데,삼성
2005-05-19 18:30:00,수원,11,9,N,현대,LG
2005-05-19 18:30:00,청주,10,6,N,한화,KIA
2005-05-02 18:30:00,시민,4,3,N,삼성,한화
2005-05-02 18:30:00,무등,10,0,N,KIA,롯데
2005-05-02 18:30:00,잠실,1,5,N,LG,두산
2005-05-02 18:30:00,문학,0,4,N,SK,현대
2005-05-21 18:30:00,시민,5,2,N,삼성,한화
2005-05-21 18:30:00,무등,5,4,N,KIA,롯데
2005-05-21 18:30:00,잠실,9,5,N,LG,두산
2005-05-21 18:30:00,문학,7,0,N,SK,현대
2005-05-22 14:00:00,시민,2,8,N,삼성,한화
2005-05-22 14:00:00,무등,1,10,N,KIA,롯데
2005-05-22 14:00:00,잠실,5,6,N,LG,두산
2005-05-22 14:00:00,문학,3,9,N,SK,현대
2005-05-24 18:30:00,무등,12,1,N,KIA,두산
2005-05-24 18:30:00,잠실,5,10,N,LG,롯데
2005-05-24 18:30:00,문학,2,3,N,SK,삼성
2005-05-24 18:30:00,대전,0,8,N,한화,현대
2005-05-25 18:30:00,무등,6,8,N,KIA,두산
2005-05-25 18:30:00,잠실,9,3,N,LG,롯데
2005-05-25 18:30:00,문학,0,3,N,SK,삼성
2005-05-25 18:30:00,대전,6,0,N,한화,현대
2005-05-26 18:30:00,무등,9,3,N,KIA,두산
2005-05-26 18:30:00,잠실,11,13,N,LG,롯데
2005-05-26 18:30:00,문학,7,10,N,SK,삼성
2005-05-26 18:30:00,대전,4,9,N,한화,현대
2005-05-27 18:30:00,시민,6,12,N,삼성,LG
2005-05-27 18:30:00,잠실,9,2,N,두산,SK
2005-05-27 18:30:00,사직,1,2,N,롯데,한화
2005-05-27 18:30:00,수원,9,8,N,현대,KIA
2005-05-28 18:30:00,시민,9,2,N,삼성,LG
2005-05-28 18:30:00,잠실,5,3,N,두산,SK
2005-05-28 18:30:00,사직,3,2,N,롯데,한화
2005-05-28 18:30:00,수원,6,8,N,현대,KIA
2005-05-29 14:00:00,시민,3,2,N,삼성,LG
2005-05-29 14:00:00,잠실,7,9,N,두산,SK
2005-05-29 14:00:00,사직,7,14,N,롯데,한화
2005-05-29 14:00:00,수원,15,9,N,현대,KIA
2005-05-31 18:30:00,무등,11,9,N,KIA,LG
2005-05-31 18:30:00,시민,5,2,N,삼성,롯데
2005-05-31 18:30:00,잠실,4,7,N,두산,현대
2005-05-31 18:30:00,문학,3,4,N,SK,한화
2005-06-01 18:30:00,잠실,4,2,N,두산,현대
2005-06-02 18:30:00,무등,6,3,N,KIA,LG
2005-06-02 18:30:00,시민,1,8,N,삼성,롯데
2005-06-02 18:30:00,잠실,4,3,N,두산,현대
2005-06-02 18:30:00,문학,3,2,N,SK,한화
2005-06-04 18:30:00,무등,5,8,N,KIA,삼성
2005-06-04 18:30:00,잠실,3,7,N,LG,SK
2005-06-04 18:30:00,수원,3,13,N,현대,롯데
2005-06-04 18:30:00,청주,6,3,N,한화,두산
2005-06-05 14:00:00,무등,3,9,N,KIA,삼성
2005-06-05 14:00:00,잠실,5,2,N,LG,SK
2005-06-05 14:00:00,수원,3,0,N,현대,롯데
2005-06-05 14:00:00,청주,5,1,N,한화,두산
2005-06-06 14:00:00,무등,4,12,N,KIA,삼성
2005-06-06 14:00:00,잠실,1,4,N,LG,SK
2005-06-06 14:00:00,수원,8,6,N,현대,롯데
2005-06-06 14:00:00,청주,8,4,N,한화,두산
2005-06-07 18:30:00,시민,1,14,N,삼성,두산
2005-06-07 18:30:00,잠실,5,4,N,LG,현대
2005-06-07 18:30:00,문학,3,5,N,SK,KIA
2005-06-07 18:30:00,사직,1,9,N,롯데,한화
2005-06-08 18:30:00,시민,2,8,N,삼성,두산
2005-06-08 18:30:00,잠실,1,5,N,LG,현대
2005-06-08 18:30:00,문학,5,4,N,SK,KIA
2005-06-08 18:30:00,사직,1,3,N,롯데,한화
2005-06-09 18:30:00,시민,3,11,N,삼성,두산
2005-06-09 18:30:00,잠실,2,1,N,LG,현대
2005-06-09 18:30:00,문학,1,6,N,SK,KIA
2005-06-09 18:30:00,사직,2,4,N,롯데,한화
2005-06-01 18:30:00,잠실,5,2,N,두산,KIA
2005-06-01 18:30:00,문학,5,3,N,SK,롯데
2005-06-01 18:30:00,수원,9,4,N,현대,삼성
2005-06-11 18:30:00,잠실,2,5,N,두산,KIA
2005-06-11 18:30:00,문학,7,2,N,SK,롯데
2005-06-11 18:30:00,수원,2,3,N,현대,삼성
2005-06-11 18:30:00,대전,3,1,N,한화,LG
2005-06-12 14:00:00,잠실,4,1,N,두산,KIA
2005-06-12 14:00:00,문학,8,2,N,SK,롯데
2005-06-12 14:00:00,수원,3,4,N,현대,삼성
2005-06-12 14:00:00,대전,7,5,N,한화,LG
2005-06-14 18:00:00,마산,1,2,N,롯데,두산
2005-06-14 18:30:00,무등,8,9,N,KIA,한화
2005-06-14 18:30:00,수원,8,5,N,현대,SK
2005-06-15 18:30:00,무등,8,1,N,KIA,한화
2005-06-15 18:30:00,마산,10,1,N,롯데,두산
2005-06-15 18:30:00,잠실,8,1,N,LG,삼성
2005-06-15 18:30:00,수원,5,3,N,현대,SK
2005-06-16 18:30:00,무등,6,4,N,KIA,한화
2005-06-16 18:30:00,마산,1,8,N,롯데,두산
2005-06-16 18:30:00,잠실,2,5,N,LG,삼성
2005-06-16 18:30:00,수원,4,5,N,현대,SK
2005-06-17 18:30:00,군산,1,9,N,KIA,현대
2005-06-17 18:30:00,시민,3,3,N,삼성,SK
2005-06-17 18:30:00,잠실,0,5,N,두산,한화
2005-06-17 18:30:00,사직,0,1,N,롯데,LG
2005-06-18 18:30:00,군산,1,3,N,KIA,현대
2005-06-18 18:30:00,시민,3,9,N,삼성,SK
2005-06-18 18:30:00,잠실,1,0,N,두산,한화
2005-06-18 18:30:00,사직,9,2,N,롯데,LG
2005-06-19 14:00:00,군산,5,4,N,KIA,현대
2005-06-19 14:00:00,시민,3,10,N,삼성,SK
2005-06-19 14:00:00,잠실,4,2,N,두산,한화
2005-06-19 14:00:00,사직,6,7,N,롯데,LG
2005-06-21 18:30:00,시민,12,0,N,삼성,현대
2005-06-21 18:30:00,잠실,8,13,N,LG,KIA
2005-06-21 18:30:00,문학,4,1,N,SK,두산
2005-06-21 18:30:00,대전,0,3,N,한화,롯데
2005-06-22 18:30:00,시민,3,5,N,삼성,현대
2005-06-22 18:30:00,잠실,3,5,N,LG,KIA
2005-06-22 18:30:00,문학,2,2,N,SK,두산
2005-06-22 18:30:00,대전,8,6,N,한화,롯데
2005-06-23 18:30:00,시민,5,4,N,삼성,현대
2005-06-23 18:30:00,잠실,7,4,N,LG,KIA
2005-06-23 18:30:00,문학,5,4,N,SK,두산
2005-06-23 18:30:00,대전,7,6,N,한화,롯데
2005-06-24 18:30:00,잠실,8,7,N,LG,한화
2005-06-24 18:30:00,문학,5,7,N,SK,삼성
2005-06-24 18:30:00,사직,0,1,N,롯데,KIA
2005-06-24 18:30:00,수원,4,15,N,현대,두산
2005-06-25 18:30:00,잠실,10,3,N,LG,한화
2005-06-25 18:30:00,문학,5,2,N,SK,삼성
2005-06-25 18:30:00,사직,5,7,N,롯데,KIA
2005-06-25 18:30:00,수원,4,11,N,현대,두산
2005-06-26 14:00:00,잠실,15,5,N,LG,한화
2005-06-26 14:00:00,문학,9,2,N,SK,삼성
2005-06-26 14:00:00,사직,8,6,N,롯데,KIA
2005-06-26 14:00:00,수원,0,4,N,현대,두산
2005-06-28 18:30:00,잠실,4,8,N,두산,롯데
2005-06-28 18:30:00,수원,5,2,N,현대,LG
2005-06-28 18:30:00,대전,4,3,N,한화,삼성
2005-06-29 18:30:00,무등,6,7,N,KIA,SK
2005-06-29 18:30:00,대전,7,3,N,한화,삼성
2005-06-03 18:30:00,무등,4,2,N,KIA,SK
2005-06-03 18:30:00,잠실,1,3,N,두산,롯데
2005-06-03 18:30:00,수원,4,6,N,현대,LG
2005-06-03 18:30:00,대전,3,2,N,한화,삼성
2005-07-01 18:30:00,잠실,8,0,N,LG,KIA
2005-07-01 18:30:00,문학,2,1,N,SK,두산
2005-07-02 18:30:00,시민,2,2,N,삼성,현대
2005-07-02 18:30:00,잠실,7,5,N,LG,KIA
2005-07-02 18:30:00,문학,6,5,N,SK,두산
2005-07-02 18:30:00,대전,2,0,N,한화,롯데
2005-07-05 18:30:00,시민,5,7,N,삼성,KIA
2005-07-05 18:30:00,잠실,3,2,N,LG,두산
2005-07-05 18:30:00,사직,7,3,N,롯데,SK
2005-07-05 18:30:00,수원,1,7,N,현대,한화
2005-07-06 18:30:00,시민,1,0,N,삼성,KIA
2005-07-06 18:30:00,잠실,6,1,N,LG,두산
2005-07-06 18:30:00,사직,2,1,N,롯데,SK
2005-07-06 18:30:00,수원,3,2,N,현대,한화
2005-07-07 18:30:00,시민,7,1,N,삼성,KIA
2005-07-07 18:30:00,잠실,7,4,N,LG,두산
2005-07-07 18:30:00,사직,2,3,N,롯데,SK
2005-07-07 18:30:00,수원,4,9,N,현대,한화
2005-07-08 18:30:00,잠실,2,7,N,두산,삼성
2005-07-08 18:30:00,문학,6,6,N,SK,LG
2005-07-09 18:30:00,문학,10,1,N,SK,LG
2005-07-01 14:00:00,무등,5,7,N,KIA,한화
2005-07-01 14:00:00,잠실,3,0,N,두산,삼성
2005-07-01 14:00:00,문학,5,3,N,SK,LG
2005-07-01 14:00:00,사직,2,6,N,롯데,현대
2005-07-12 18:30:00,제주,8,6,N,현대,삼성
2005-07-12 18:30:00,잠실,4,3,N,LG,롯데
2005-07-12 18:30:00,청주,7,4,N,한화,SK
2005-07-13 18:30:00,제주,3,10,N,현대,삼성
2005-07-13 18:30:00,잠실,4,5,N,LG,롯데
2005-07-13 18:30:00,청주,5,11,N,한화,SK
2005-07-14 18:30:00,군산,3,2,N,KIA,두산
2005-07-14 18:30:00,제주,3,2,N,현대,삼성
2005-07-14 18:30:00,잠실,4,5,N,LG,롯데
2005-07-14 18:30:00,청주,6,15,N,한화,SK
2005-07-19 18:30:00,잠실,3,2,N,두산,한화
2005-07-19 18:30:00,문학,6,3,N,SK,KIA
2005-07-19 18:30:00,사직,3,10,N,롯데,삼성
2005-07-19 18:30:00,수원,7,1,N,현대,LG
2005-07-02 18:30:00,잠실,0,3,N,두산,한화
2005-07-02 18:30:00,문학,10,6,N,SK,KIA
2005-07-02 18:30:00,사직,2,4,N,롯데,삼성
2005-07-02 18:30:00,수원,3,7,N,현대,LG
2005-07-21 18:30:00,잠실,3,4,N,두산,한화
2005-07-21 18:30:00,문학,3,5,N,SK,KIA
2005-07-21 18:30:00,사직,8,3,N,롯데,삼성
2005-07-21 18:30:00,수원,0,10,N,현대,LG
2005-07-22 18:30:00,시민,3,1,N,삼성,KIA
2005-07-22 18:30:00,잠실,3,4,N,LG,두산
2005-07-22 18:30:00,사직,3,10,N,롯데,SK
2005-07-22 18:30:00,대전,12,7,N,한화,현대
2005-07-23 18:30:00,시민,7,5,N,삼성,KIA
2005-07-23 18:30:00,잠실,2,7,N,LG,두산
2005-07-23 18:30:00,사직,4,1,N,롯데,SK
2005-07-23 18:30:00,대전,14,3,N,한화,현대
2005-07-24 17:00:00,시민,2,5,N,삼성,KIA
2005-07-24 17:00:00,잠실,0,2,N,LG,두산
2005-07-24 17:00:00,사직,0,9,N,롯데,SK
2005-07-24 17:00:00,대전,6,13,N,한화,현대
2005-07-26 18:30:00,시민,3,11,N,삼성,한화
2005-07-26 18:30:00,무등,1,11,N,KIA,롯데
2005-07-26 18:30:00,잠실,2,8,N,LG,SK
2005-07-26 18:30:00,수원,2,0,N,현대,두산
2005-07-27 18:30:00,시민,7,4,N,삼성,한화
2005-07-27 18:30:00,무등,0,7,N,KIA,롯데
2005-07-27 18:30:00,잠실,5,6,N,LG,SK
2005-07-27 18:30:00,수원,3,0,N,현대,두산
2005-07-29 18:30:00,잠실,2,4,N,두산,삼성
2005-07-29 18:30:00,문학,1,5,N,SK,현대
2005-07-29 18:30:00,대전,9,1,N,한화,KIA
2005-07-03 18:30:00,잠실,4,5,N,두산,삼성
2005-07-03 18:30:00,문학,4,3,N,SK,현대
2005-07-03 18:30:00,사직,4,3,N,롯데,LG
2005-07-03 18:30:00,대전,3,4,N,한화,KIA
2005-07-31 17:00:00,잠실,3,4,N,두산,삼성
2005-07-31 17:00:00,문학,3,0,N,SK,현대
2005-07-31 17:00:00,사직,2,4,N,롯데,LG
2005-07-31 17:00:00,대전,0,3,N,한화,KIA
2005-08-02 18:30:00,잠실,8,3,N,두산,LG
2005-08-02 18:30:00,수원,0,3,N,현대,KIA
2005-08-03 18:30:00,마산,1,6,N,롯데,한화
2005-08-03 18:30:00,시민,0,9,N,삼성,SK
2005-08-04 18:30:00,마산,0,1,N,롯데,한화
2005-08-04 18:30:00,시민,1,5,N,삼성,SK
2005-08-04 18:30:00,잠실,6,3,N,두산,LG
2005-08-04 18:30:00,수원,5,4,N,현대,KIA
2005-08-05 18:30:00,무등,1,2,N,KIA,SK
2005-08-05 18:30:00,잠실,7,3,N,LG,삼성
2005-08-05 18:30:00,수원,10,1,N,현대,롯데
2005-08-05 18:30:00,대전,6,12,N,한화,두산
2005-08-06 18:30:00,무등,6,9,N,KIA,SK
2005-08-06 18:30:00,잠실,4,1,N,LG,삼성
2005-08-07 17:00:00,무등,3,5,N,KIA,SK
2005-08-07 17:00:00,잠실,0,4,N,LG,삼성
2005-08-07 17:00:00,수원,4,4,N,현대,롯데
2005-08-07 17:00:00,대전,3,8,N,한화,두산
2005-08-09 18:30:00,잠실,2,0,N,두산,현대
2005-08-09 18:30:00,문학,7,3,N,SK,LG
2005-08-09 18:30:00,사직,7,0,N,롯데,KIA
2005-08-09 18:30:00,대전,4,7,N,한화,삼성
2005-08-01 18:30:00,사직,6,4,N,롯데,KIA
2005-08-11 18:30:00,잠실,3,9,N,두산,현대
2005-08-11 18:30:00,문학,4,1,N,SK,LG
2005-08-11 18:30:00,사직,2,1,N,롯데,KIA
2005-08-13 18:30:00,무등,10,8,N,KIA,LG
2005-08-13 18:30:00,시민,4,3,N,삼성,롯데
2005-08-13 18:30:00,잠실,1,4,N,두산,SK
2005-08-13 18:30:00,수원,5,8,N,현대,한화
2005-08-14 17:00:00,무등,6,4,N,KIA,LG
2005-08-14 17:00:00,시민,1,0,N,삼성,롯데
2005-08-14 17:00:00,잠실,8,3,N,두산,SK
2005-08-14 17:00:00,수원,1,7,N,현대,한화
2005-08-15 17:00:00,무등,6,4,N,KIA,LG
2005-08-15 17:00:00,잠실,4,3,N,두산,SK
2005-08-15 17:00:00,수원,5,7,N,현대,한화
2005-08-16 18:30:00,시민,2,2,N,삼성,두산
2005-08-16 18:30:00,잠실,4,0,N,LG,현대
2005-08-16 18:30:00,문학,5,4,N,SK,롯데
2005-08-16 18:30:00,대전,13,11,N,한화,KIA
2005-08-17 18:30:00,시민,8,4,N,삼성,두산
2005-08-17 18:30:00,잠실,4,7,N,LG,현대
2005-08-17 18:30:00,문학,6,3,N,SK,롯데
2005-08-18 18:30:00,잠실,9,5,N,LG,현대
2005-08-02 18:30:00,무등,5,1,N,KIA,삼성
2005-08-02 18:30:00,잠실,4,13,N,LG,한화
2005-08-02 18:30:00,사직,1,6,N,롯데,두산
2005-08-02 18:30:00,수원,0,5,N,현대,SK
2005-08-21 14:00:00,잠실,6,8,N,LG,한화
2005-08-21 14:00:00,사직,1,10,N,롯데,두산
2005-08-21 14:00:00,수원,5,10,N,현대,SK
2005-08-23 18:30:00,시민,9,8,N,삼성,LG
2005-08-23 18:30:00,잠실,9,2,N,두산,KIA
2005-08-23 18:30:00,문학,2,1,N,SK,한화
2005-08-23 18:30:00,사직,4,0,N,롯데,현대
2005-08-24 18:30:00,잠실,2,0,N,두산,KIA
2005-08-25 18:30:00,시민,1,0,N,삼성,LG
2005-08-25 18:30:00,사직,6,3,N,롯데,현대
2005-08-26 18:30:00,무등,7,1,N,KIA,현대
2005-08-26 18:30:00,잠실,5,3,N,두산,롯데
2005-08-26 18:30:00,문학,1,1,N,SK,삼성
2005-08-26 18:30:00,대전,4,6,N,한화,LG
2005-08-27 18:30:00,무등,0,10,N,KIA,현대
2005-08-27 18:30:00,잠실,1,2,N,두산,롯데
2005-08-27 18:30:00,문학,4,3,N,SK,삼성
2005-08-27 18:30:00,대전,4,7,N,한화,LG
2005-08-28 14:00:00,무등,5,4,N,KIA,현대
2005-08-28 14:00:00,잠실,4,5,N,두산,롯데
2005-08-28 14:00:00,문학,1,2,N,SK,삼성
2005-08-28 14:00:00,대전,9,4,N,한화,LG
2005-08-03 18:30:00,무등,3,4,N,KIA,한화
2005-08-03 18:30:00,시민,5,3,N,삼성,롯데
2005-08-03 18:30:00,잠실,7,4,N,두산,LG
2005-08-03 18:30:00,수원,2,10,N,현대,SK
2005-08-31 18:30:00,무등,3,5,N,KIA,한화
2005-08-31 18:30:00,시민,7,3,N,삼성,롯데
2005-08-31 18:30:00,잠실,2,3,N,두산,LG
2005-08-31 18:30:00,수원,3,2,N,현대,SK
2005-09-01 18:30:00,무등,4,3,N,KIA,한화
2005-09-01 18:30:00,시민,8,1,N,삼성,롯데
2005-09-02 18:30:00,잠실,4,6,N,두산,삼성
2005-09-02 18:30:00,사직,4,2,N,롯데,현대
2005-09-02 18:30:00,대전,14,4,N,한화,LG
2005-09-03 18:30:00,잠실,6,3,N,LG,삼성
2005-09-03 18:30:00,사직,3,2,N,롯데,현대
2005-09-03 18:30:00,대전,4,1,N,한화,두산
2005-09-04 14:00:00,잠실,5,18,N,LG,삼성
2005-09-04 14:00:00,사직,4,2,N,롯데,현대
2005-09-04 14:00:00,대전,4,5,N,한화,두산
2005-09-06 18:30:00,무등,6,7,N,KIA,LG
2005-09-07 18:30:00,시민,1,7,N,삼성,SK
2005-09-07 18:30:00,사직,1,7,N,롯데,두산
2005-09-07 18:30:00,수원,2,1,N,현대,KIA
2005-09-08 18:30:00,잠실,1,0,N,LG,KIA
2005-09-08 18:30:00,문학,0,12,N,SK,한화
2005-09-08 18:30:00,수원,6,2,N,현대,두산
2005-09-09 14:00:00,수원,1,5,N,현대,롯데
2005-09-09 18:30:00,문학,2,1,N,SK,한화
2005-09-01 18:30:00,잠실,6,5,N,두산,KIA
2005-09-01 18:30:00,문학,5,0,N,SK,롯데
2005-09-01 18:30:00,대전,3,4,N,한화,삼성
2005-09-11 14:00:00,잠실,8,2,N,두산,롯데
2005-09-11 14:00:00,문학,8,1,N,SK,KIA
2005-09-11 14:00:00,대전,6,7,N,한화,삼성
2005-09-13 18:30:00,대전,2,6,N,한화,KIA
2005-09-14 18:30:00,시민,3,4,N,삼성,현대
2005-09-14 18:30:00,잠실,4,1,N,두산,SK
2005-09-14 18:30:00,사직,3,1,N,롯데,LG
2005-09-14 18:30:00,대전,9,2,N,한화,KIA
2005-09-15 18:30:00,시민,3,5,N,삼성,현대
2005-09-15 18:30:00,사직,4,2,N,롯데,LG
2005-09-15 18:30:00,대전,3,6,N,한화,KIA
2005-09-16 18:30:00,시민,3,5,N,삼성,현대
2005-09-16 18:30:00,무등,4,2,N,KIA,두산
2005-09-17 14:00:00,시민,12,4,N,삼성,한화
2005-09-17 14:00:00,무등,4,8,N,KIA,두산
2005-09-18 14:00:00,문학,4,3,N,SK,LG
2005-09-02 18:30:00,시민,2,9,N,삼성,LG
2005-09-02 18:30:00,무등,4,3,N,KIA,SK
2005-09-02 18:30:00,잠실,10,0,N,두산,현대
2005-09-02 18:30:00,대전,9,4,N,한화,롯데
2005-09-21 18:30:00,무등,2,7,N,KIA,삼성
2005-09-22 18:30:00,무등,3,5,N,KIA,삼성
2005-09-22 18:30:00,잠실,6,4,N,LG,한화
2005-09-22 18:30:00,문학,0,6,N,SK,두산
2005-09-23 18:30:00,무등,1,4,N,KIA,롯데
2005-09-23 18:30:00,문학,5,0,N,SK,한화
2005-09-23 18:30:00,수원,16,4,N,현대,LG
2005-09-24 18:30:00,무등,7,0,N,KIA,롯데
2005-09-24 18:30:00,시민,2,12,N,삼성,두산
2005-09-24 18:30:00,문학,5,0,N,SK,한화
2005-09-24 18:30:00,수원,3,4,N,현대,LG
2005-09-25 14:00:00,잠실,1,6,N,LG,SK
2005-09-25 14:00:00,대전,13,3,N,한화,롯데
2005-09-27 18:30:00,잠실,7,1,N,두산,현대
2005-09-27 18:30:00,사직,10,2,N,롯데,한화
2005-09-28 18:30:00,시민,5,2,N,삼성,한화
2005-09-28 18:30:00,잠실,7,2,N,두산,KIA
2005-09-28 18:30:00,문학,2,3,N,SK,LG
2006-04-08 16:00:00,시민,2,4,N,삼성,롯데
2006-04-08 16:00:00,잠실,3,1,N,두산,LG
2006-04-08 16:00:00,문학,3,0,N,SK,현대
2006-04-08 16:00:00,대전,3,1,N,한화,KIA
2006-04-09 14:00:00,시민,6,5,N,삼성,롯데
2006-04-09 14:00:00,잠실,4,6,N,두산,LG
2006-04-09 14:00:00,문학,9,6,N,SK,현대
2006-04-09 14:00:00,대전,5,3,N,한화,KIA
2006-04-11 18:30:00,수원,0,4,N,현대,삼성
2006-04-11 19:00:00,잠실,3,0,N,LG,한화
2006-04-12 18:30:00,무등,1,1,N,KIA,두산
2006-04-12 18:30:00,잠실,0,4,N,LG,한화
2006-04-12 18:30:00,사직,6,5,N,롯데,SK
2006-04-12 18:30:00,수원,2,4,N,현대,삼성
2006-04-13 18:30:00,무등,7,2,N,KIA,두산
2006-04-13 18:30:00,잠실,1,4,N,LG,한화
2006-04-13 18:30:00,사직,4,11,N,롯데,SK
2006-04-13 18:30:00,수원,5,1,N,현대,삼성
2006-04-14 18:30:00,잠실,5,6,N,두산,삼성
2006-04-14 18:30:00,사직,4,5,N,롯데,LG
2006-04-14 18:30:00,수원,6,12,N,현대,KIA
2006-04-14 18:30:00,대전,4,6,N,한화,SK
2006-04-15 18:30:00,잠실,1,1,N,두산,삼성
2006-04-15 18:30:00,사직,8,1,N,롯데,LG
2006-04-15 18:30:00,수원,3,2,N,현대,KIA
2006-04-15 18:30:00,대전,1,4,N,한화,SK
2006-04-16 14:00:00,잠실,5,3,N,두산,삼성
2006-04-16 14:00:00,사직,6,5,N,롯데,LG
2006-04-16 14:00:00,수원,4,0,N,현대,KIA
2006-04-16 14:00:00,대전,2,8,N,한화,SK
2006-04-18 18:30:00,시민,1,5,N,삼성,한화
2006-04-18 18:30:00,무등,4,2,N,KIA,롯데
2006-04-18 18:30:00,잠실,0,7,N,두산,현대
2006-04-18 18:30:00,문학,5,4,N,SK,LG
2006-04-19 18:30:00,문학,5,7,N,SK,LG
2006-04-02 18:30:00,시민,4,2,N,삼성,한화
2006-04-02 18:30:00,무등,3,1,N,KIA,롯데
2006-04-02 18:30:00,잠실,1,2,N,두산,현대
2006-04-02 18:30:00,문학,3,6,N,SK,LG
2006-04-21 18:30:00,잠실,3,4,N,LG,KIA
2006-04-21 18:30:00,문학,6,2,N,SK,삼성
2006-04-21 18:30:00,사직,1,5,N,롯데,현대
2006-04-21 18:30:00,대전,3,4,N,한화,두산
2006-04-22 18:30:00,잠실,2,4,N,LG,KIA
2006-04-22 18:30:00,문학,5,8,N,SK,삼성
2006-04-22 18:30:00,사직,0,2,N,롯데,현대
2006-04-22 18:30:00,대전,6,3,N,한화,두산
2006-04-23 14:00:00,사직,9,1,N,롯데,현대
2006-04-23 14:00:00,대전,6,1,N,한화,두산
2006-04-25 18:30:00,시민,5,9,N,삼성,LG
2006-04-25 18:30:00,무등,2,3,N,KIA,SK
